t,lamH
2.0,0.1252628683546023
2.018018018018018,0.1244932462190579
2.036036036036036,0.1237310296087418
2.054054054054054,0.1229761166371144
2.072072072072072,0.1222284074606661
2.09009009009009,0.1214878042256175
2.108108108108108,0.1207542110163091
2.126126126126126,0.1200275338052189
2.144144144144144,0.1193076804045464
2.1621621621621623,0.1185945604193064
2.18018018018018,0.1178880852018768
2.1981981981981984,0.1171881678079485
2.216216216216216,0.1164947229538257
2.234234234234234,0.1158076669750287
2.2522522522522523,0.1151269177861529
2.27027027027027,0.114452394841938
2.2882882882882885,0.1137840190995071
2.3063063063063063,0.1131217129817312
2.324324324324325,0.112465400341683
2.3423423423423424,0.1118150064281403
2.36036036036036,0.1111704578521021
2.3783783783783785,0.1105316825542849
2.3963963963963963,0.1098986097735631
2.414414414414414,0.1092711700163226
2.4324324324324325,0.1086492950266963
2.4504504504504503,0.1080329177576523
2.468468468468469,0.1074219723429051
2.4864864864864864,0.1068163940696231
2.5045045045045047,0.1062161193519061
2.5225225225225225,0.1056210857050062
2.5405405405405403,0.1050312317202695
2.558558558558558,0.1044464970407727
2.5765765765765765,0.1038668223376339
2.5945945945945947,0.1032921492869752
2.612612612612613,0.1027224205475152
2.6306306306306304,0.1021575797387722
2.6486486486486487,0.1015975714198584
2.6666666666666665,0.1010423410688458
2.684684684684685,0.1004918350626861
2.702702702702702,0.0999460006576676
2.7207207207207205,0.0994047859703905
2.7387387387387387,0.0988681399592475
2.756756756756757,0.0983360124063903
2.774774774774775,0.0978083539001701
2.7927927927927927,0.0972851158180361
2.810810810810811,0.0967662503098772
2.828828828828829,0.0962517102817959
2.846846846846847,0.0957414493802983
2.864864864864865,0.0952354219768897
2.8828828828828827,0.0947335831530629
2.900900900900901,0.0942358886856675
2.918918918918919,0.0937422950326485
2.936936936936937,0.0932527593191438
2.954954954954955,0.09276723932393
2.972972972972973,0.0922856934662057
2.990990990990991,0.0918080807927027
3.009009009009009,0.0913343609651158
3.027027027027027,0.0908644942478415
3.045045045045045,0.0903984414960174
3.063063063063063,0.0899361641438524
3.081081081081081,0.0894776241932407
3.0990990990990994,0.089022784202651
3.1171171171171173,0.0885716072762821
3.135135135135135,0.0881240570534798
3.153153153153153,0.0876800976984047
3.171171171171171,0.0872396938899466
3.189189189189189,0.0868028108118763
3.2072072072072078,0.0863694141432303
3.225225225225225,0.0859394700489205
3.243243243243243,0.0855129451705628
3.2612612612612613,0.0850898066175197
3.2792792792792795,0.0846700219581497
3.2972972972972974,0.0842535592112585
3.315315315315315,0.0838403868377469
3.333333333333333,0.083430473732449
3.3513513513513518,0.0830237892161571
3.3693693693693696,0.0826203030278265
3.3873873873873874,0.0822199853169568
3.4054054054054053,0.081822806636145
3.423423423423423,0.0814287379338044
3.4414414414414414,0.0810377505470467
3.45945945945946,0.0806498161947221
3.477477477477477,0.0802649069706131
3.4954954954954958,0.0798829953367788
3.5135135135135136,0.0795040541170445
3.5315315315315314,0.0791280564906349
3.5495495495495497,0.0787549759859444
3.5675675675675675,0.0783847864744441
3.5855855855855854,0.0780174621647191
3.603603603603604,0.0776529775966346
3.621621621621622,0.0772913076356278
3.63963963963964,0.0769324274671203
3.6576576576576576,0.0765763125910503
3.675675675675675,0.0762229388165203
3.6936936936936937,0.0758722822565581
3.711711711711712,0.0755243193229871
3.72972972972973,0.075179026721405
3.747747747747748,0.0748363814462668
3.7657657657657655,0.0744963607760698
3.783783783783784,0.0741589422686384
