(0) t,(1) lambda
1.0,0.5000180478358363
1.0038007601520305,0.5000360969745936
1.007601520304061,0.5000541474164131
1.0114022804560912,0.5000721991614357
1.0152030406081216,0.5000902522098029
1.019003800760152,0.5001083065616554
1.0228045609121825,0.5001263622171347
1.0266053210642128,0.5001444191763819
1.0304060812162432,0.5001624774395382
1.0342068413682737,0.5001805370067449
1.0380076015203041,0.5001985978781432
1.0418083616723344,0.5002166600538744
1.0456091218243648,0.5002347235340798
1.0494098819763953,0.5002527883189007
1.0532106421284257,0.5002708544084785
1.0570114022804562,0.5002889218029545
1.0608121624324864,0.5003069905024701
1.064612922584517,0.5003250605071666
1.0684136827365474,0.5003431318171857
1.0722144428885778,0.5003612044326686
1.076015203040608,0.5003792783537568
1.0798159631926385,0.5003973535805919
1.083616723344669,0.5004154301133152
1.0874174834966994,0.5004335079520684
1.0912182436487297,0.500451587096993
1.0950190038007601,0.5004696675482305
1.0988197639527906,0.5004877493059225
1.102620524104821,0.5005058323702107
1.1064212842568513,0.5005239167412366
1.1102220444088817,0.500542002419142
1.1140228045609122,0.5005600894040685
1.1178235647129426,0.5005781776961576
1.1216243248649729,0.5005962672955513
1.1254250850170033,0.5006143582023912
1.1292258451690338,0.500632450416819
1.1330266053210643,0.5006505439389766
1.1368273654730947,0.5006686387690056
1.140628125625125,0.500686734907048
1.1444288857771554,0.5007048323532455
1.1482296459291859,0.50072293110774
1.1520304060812163,0.5007410311706735
1.1558311662332466,0.5007591325421876
1.159631926385277,0.5007772352224245
1.1634326865373075,0.500795339211526
1.167233446689338,0.500813444509634
1.1710342068413682,0.5008315511168907
1.1748349669933986,0.5008496590334378
1.178635727145429,0.5008677682594175
1.1824364872974595,0.5008858787949718
1.18623724744949,0.5009039906402427
1.1900380076015202,0.5009221037953724
1.1938387677535507,0.500940218260503
1.1976395279055811,0.5009583340357764
1.2014402880576116,0.5009764511213349
1.2052410482096418,0.5009945695173207
1.2090418083616723,0.5010126892238759
1.2128425685137028,0.5010308102411427
1.2166433286657332,0.5010489325692634
1.2204440888177635,0.5010670562083802
1.224244848969794,0.5010851811586353
1.2280456091218244,0.5011033074201711
1.2318463692738548,0.5011214349931298
1.2356471294258853,0.5011395638776537
1.2394478895779155,0.5011576940738852
1.243248649729946,0.5011758255819667
1.2470494098819764,0.5011939584020406
1.2508501700340067,0.5012120925342493
1.2546509301860371,0.5012302279787351
1.2584516903380676,0.5012483647356405
1.262252450490098,0.5012665028051081
1.2660532106421285,0.5012846421872803
1.2698539707941587,0.5013027828822996
1.2736547309461892,0.5013209248903084
1.2774554910982197,0.5013390682114496
1.2812562512502501,0.5013572128458654
1.2850570114022806,0.5013753587936987
1.2888577715543108,0.5013935060550918
1.2926585317063413,0.5014116546301876
1.2964592918583717,0.5014298045191286
1.300260052010402,0.5014479557220575
1.3040608121624324,0.5014661082391171
1.3078615723144629,0.50148426207045
1.3116623324664933,0.501502417216199
1.3154630926185238,0.5015205736765069
1.319263852770554,0.5015387314515164
1.3230646129225845,0.5015568905413703
1.326865373074615,0.5015750509462115
1.3306661332266452,0.5015932126661826
1.3344668933786759,0.5016113757014268
1.338267653530706,0.5016295400520867
1.3420684136827365,0.5016477057183053
1.345869173834767,0.5016658727002256
1.3496699339867972,0.5016840409979905
1.3534706941388277,0.5017022106117429
1.3572714542908582,0.5017203815416259
1.3610722144428886,0.5017385537877824
1.364872974594919,0.5017567273503555
1.3686737347469493,0.5017749022294882
1.3724744948989798,0.5017930784253235
1.3762752550510102,0.5018112559380046
1.3800760152030405,0.5018294347676746
1.383876775355071,0.5018476149144766
1.3876775355071014,0.5018657963785538
1.3914782956591318,0.5018839791600492
1.3952790558111623,0.5019021632591062
1.3990798159631925,0.501920348675868
1.402880576115223,0.5019385354104777
1.4066813362672534,0.5019567234630786
1.410482096419284,0.5019749128338141
1.4142828565713144,0.5019931035228273
1.4180836167233446,0.5020112955302617
1.421884376875375,0.5020294888562605
1.4256851370274055,0.5020476835009672
1.4294858971794357,0.502065879464525
1.4332866573314662,0.5020840767470773
1.4370874174834967,0.5021022753487677
1.4408881776355271,0.5021204752697396
1.4446889377875576,0.5021386765101363
1.4484896979395878,0.5021568790701015
1.4522904580916183,0.5021750829497786
1.4560912182436487,0.5021932881493112
1.4598919783956792,0.5022114946688427
1.4636927385477096,0.5022297025085168
1.4674934986997399,0.502247911668477
1.4712942588517703,0.502266122148867
1.4750950190038008,0.5022843339498303
1.478895779155831,0.5023025470715106
1.4826965393078615,0.5023207615140516
