t,lamHT
2.0,0.8016298006514381
2.018018018018018,0.8032588386571293
2.036036036036036,0.8048871928368728
2.054054054054054,0.8065149416296055
2.072072072072072,0.8081421631094362
2.09009009009009,0.8097689350013823
2.108108108108108,0.8113953346968182
2.126126126126126,0.8130214392686496
2.144144144144144,0.814647325486221
2.1621621621621623,0.8162730698299708
2.18018018018018,0.8178987485058409
2.1981981981981984,0.8195244374594521
2.216216216216216,0.8211502123900554
2.234234234234234,0.8227761487642663
2.2522522522522523,0.8244023218295938
2.27027027027027,0.8260288066277698
2.2882882882882885,0.8276556780078896
2.3063063063063063,0.8292830106393707
2.324324324324325,0.8309108790247373
2.3423423423423424,0.8325393575122387
2.36036036036036,0.8341685203083098
2.3783783783783785,0.8357984414898787
2.3963963963963963,0.837429195016531
2.414414414414414,0.8390608547425354
2.4324324324324325,0.8406934944287392
2.4504504504504503,0.8423271877543381
2.468468468468469,0.8439620083285286
2.4864864864864864,0.845598029702048
2.5045045045045047,0.8472353253786076
2.5225225225225225,0.848873968826226
2.5405405405405403,0.8505140334884683
2.558558558558558,0.8521555927955948
2.5765765765765765,0.8537987201756273
2.5945945945945947,0.8554434890653363
2.612612612612613,0.8570899729211554
2.6306306306306304,0.8587382452300276
2.6486486486486487,0.8603883795201884
2.6666666666666665,0.8620404493718912
2.684684684684685,0.8636945284280783
2.702702702702702,0.8653506904050048
2.7207207207207205,0.8670090091028174
2.7387387387387387,0.8686695584160941
2.756756756756757,0.8703324123443484
2.774774774774775,0.8719976450025047
2.7927927927927927,0.8736653306313448
2.810810810810811,0.8753355436079353
2.828828828828829,0.8770083584560354
2.846846846846847,0.8786838498564917
2.864864864864865,0.8803620926576241
2.8828828828828827,0.8820431618856057
2.900900900900901,0.883727132754842
2.918918918918919,0.8854140806783525
2.936936936936937,0.8871040812781588
2.954954954954955,0.8887972103956839
2.972972972972973,0.8904935441021656
2.990990990990991,0.8921931587090881
3.009009009009009,0.893896130778636
3.027027027027027,0.8956025371341746
3.045045045045045,0.8973124548707592
3.063063063063063,0.8990259613656787
3.081081081081081,0.9007431342890369
3.0990990990990994,0.9024640516143734
3.1171171171171173,0.9041887916293312
3.135135135135135,0.9059174329463722
3.153153153153153,0.907650054513544
3.171171171171171,0.9093867356253044
3.189189189189189,0.9111275559334064
3.2072072072072078,0.9128725954578432
3.225225225225225,0.9146219345978652
3.243243243243243,0.9163756541430652
3.2612612612612613,0.9181338352845388
3.2792792792792795,0.9198965596261256
3.2972972972972974,0.9216639091957304
3.315315315315315,0.9234359664567322
3.333333333333333,0.9252128143194835
3.3513513513513518,0.9269945361529044
3.3693693693693696,0.9287812157961716
3.3873873873873874,0.9305729375705154
3.4054054054054053,0.932369786291116
3.423423423423423,0.9341718472791156
3.4414414414414414,0.93597920637374
3.45945945945946,0.9377919499445428
3.477477477477477,0.9396101649037684
3.4954954954954958,0.9414339387188432
3.5135135135135136,0.9432633594249976
3.5315315315315314,0.9450985156380228
3.5495495495495497,0.9469394965671672
3.5675675675675675,0.9487863920281756
3.5855855855855854,0.9506392924564796
3.603603603603604,0.9524982889205368
3.621621621621622,0.95436347313533
3.63963963963964,0.9562349374760292
3.6576576576576576,0.9581127749918166
3.675675675675675,0.9599970794198874
3.6936936936936937,0.9618879451996246
3.711711711711712,0.9637854674869556
3.72972972972973,0.9656897421688956
3.747747747747748,0.9676008658782818
3.7657657657657655,0.9695189360087054
3.783783783783784,0.9714440507296448
3.801801801801802,0.973376309001806
3.81981981981982,0.9753158105926764
3.8378378378378377,0.9772626560922976
3.855855855855856,0.979216946929261
3.873873873873874,0.9811787853869344
3.891891891891892,0.983148274619924
3.90990990990991,0.9851255186707792
3.927927927927928,0.9871106224869444
3.9459459459459456,0.9891036919379654
3.963963963963964,0.9911048338329572
3.981981981981982,0.9931141559383382
4.0,0.9951317669958396
4.018018018018018,0.9971577767407946
4.036036036036036,0.9991922959207148
4.054054054054054,1.0012354363141638
4.072072072072072,1.00328731074993
4.09009009009009,1.0053480331265117
4.108108108108108,1.007417718431917
4.126126126126126,1.0094964827637904
4.144144144144144,1.011584443349871
4.162162162162162,1.013681718568793
4.18018018018018,1.0157884279712337
4.198198198198199,1.0179046923014203
4.216216216216216,1.0200306335190048
4.2342342342342345,1.0221663748213106
4.252252252252252,1.0243120406659658
4.27027027027027,1.026467756793931
4.288288288288289,1.0286336502529296
4.306306306306306,1.0308098494212887
4.324324324324325,1.0329964840322083
4.342342342342342,1.0351936851984598
4.36036036036036,1.0374015854375296
4.378378378378379,1.0396203186972175
4.396396396396396,1.0418500203817018
4.414414414414415,1.0440908273780782
4.4324324324324325,1.0463428780833917
4.45045045045045,1.048606312432165
4.468468468468469,1.0508812719244427
4.486486486486486,1.0531678996543588
4.504504504504505,1.0554663403392428
4.5225225225225225,1.0577767403492777
4.54054054054054,1.0600992477377205
4.558558558558559,1.0624340122717049
4.576576576576576,1.0647811854636329
4.594594594594595,1.0671409206031766
4.612612612612613,1.0695133727899004
4.63063063063063,1.0718986989665225
4.648648648648649,1.0742970579528286
4.666666666666666,1.076708610480256
4.684684684684685,1.0791335192271638
4.702702702702703,1.081571948854807
4.7207207207207205,1.0840240660440303
