(0) LamT(M_Z),(1) LamHT(M_Z)
0.6594201899066581,0.11956711292587197
0.8003182901020027,0.02474517159238626
0.044874683511623104,0.12217966726224111
0.4707046402706528,0.130953816780236
0.6552429773147559,0.038529580318822865
0.3449527133581894,0.08672459237912533
0.45818184668436485,0.020403264119397746
0.08849086336657774,0.11585043072286733
0.1288043911704696,0.16733383766877946
0.7263928971514021,0.075435876800585
0.17372297284261412,0.1993415080801373
0.017032928066991138,0.16030328971430619
0.2845437561880678,0.05528221038428599
0.15905755689959572,0.007936750246845425
0.5798357645053285,0.027032052563751074
0.6068340556954703,0.04605686339735382
0.22408506454214344,0.12737514843550413
0.5933850404657643,0.05088002096261918
0.5230597530282297,0.166502097626619
0.3503271757290459,0.20301021042622375
0.5589146786599168,0.07904377658090894
0.8470442462550689,0.016209631808787317
0.226151037566041,0.1381478719633762
0.5033993590228539,0.04687407823910794
0.28038343513757324,0.0670098660147242
0.1818994646925936,0.18215481964640434
0.09251819978758835,0.1363474268033587
0.6566507382810085,0.05417678238752183
0.23123489313786394,0.20724529318221258
0.22198144865722608,0.1476434830824198
0.1003108839009631,0.22998362253734217
0.28437940238895515,0.0855180376701749
0.1636631177418027,0.14140774963248148
0.01121139715967212,0.05292924050492054
0.23714296702730575,0.10437726190452434
0.06407139140464707,0.25157840135572734
0.7437215364039501,0.07001237028062618
0.1133096035301358,0.15581035779540708
0.06137668416821662,0.1965755922714318
0.007689226264102289,0.06265851519606996
0.3867323928464669,0.10261112927418714
0.5156577171957957,0.14782798145968717
0.2299005414838315,0.2275068075673371
0.3359547579844697,0.020450499320803783
0.36187104395859065,0.009086741703199952
0.327033541010778,0.1766106085328873
0.29931108435529263,0.02400066836469078
0.0640354612478456,0.24412111151820637
0.005011155446310089,0.13502121163628877
0.7392449962494654,0.0485885524025208
0.16388670892891066,0.04378002549606008
0.5854796734207888,0.1278173027677959
0.41171293516457674,0.07020586308206411
0.5185613740197812,0.0037997948616858013
0.14957389698457357,0.03183377372130752
0.5766987382766815,0.04442420040646444
0.3317961773825872,0.06113429349359395
0.22363942799445458,0.17211169452194652
0.5836326486496843,0.1338415619503457
0.07646665329131236,0.13305097066794674
0.4632500735366501,0.0643807471761208
0.5362686056190925,0.14871135127403795
0.5026150716482036,0.1187535730762645
0.4102079800476334,0.055405350724615166
0.7463007397861531,0.003072909977761884
0.14511352044865367,0.14187960739681543
0.7121237739760248,0.040656883390285836
0.17706707400754207,0.057089222393392425
0.4489087849131153,0.0767008956890588
0.07282389833306036,0.1692795848238539
0.13340347620454351,0.10294365464142802
0.053087101394467484,0.07923711870601247
0.04151586477558078,0.19701147951176345
0.4421036478411963,0.15653818385772494
0.24715588042107028,0.20268047576799647
0.3869270214697361,0.0017138110632395342
0.7666324488635186,0.02098305157579905
0.12073279068537557,0.18289456033719742
0.2018857111248359,0.05412184303353573
0.387629254943878,0.02921335422161986
0.07648762414544175,0.030409752757965758
0.28255641896718237,0.12043589261867893
0.7421451748425822,0.019225361276473063
0.36192579097446576,0.13863291368102915
0.10261413099549505,0.1913389746045533
0.28568679001881825,0.06871048917790401
0.07548815020299438,0.07702971523113417
0.41985282432237925,0.17710939375350593
0.6639875197820322,0.03903364560377248
0.015134680319784988,0.04221605889079244
0.4225663369156192,0.1786141240282212
0.33540572514566674,0.03342197660500734
0.1907343314262836,0.12007799623939752
0.07856894904152284,0.18315426222955478
0.40710820577331436,0.07263009700846595
0.5740912409179736,0.04946537467414319
0.08787566456559531,0.20578006854936842
0.45742072152898705,0.06004046247685174
0.07580276939496955,0.1567347988099536
0.5659110306258716,0.01604043988030246
0.17474441875237634,0.140118351567126
0.35873258236731503,0.02005727168491528
0.5355526022002925,0.0640543964650665
0.17986758439096662,0.13069978802722654
0.6536774151010223,0.11626247347006635
0.4108474081434295,0.17996743784816494
0.522146290198648,0.06735242261092922
0.03056970340436782,0.05169754385870995
0.3157616362594058,0.052763324552493274
0.20259035779998774,0.12277959791540483
0.13223331114224107,0.1544046323480825
0.5700305548129365,0.05182827079764196
0.6391877174257159,0.1291893144955828
0.45324929577148326,0.02659524646959499
0.5797107699714514,0.042012484477762235
0.28018039188086596,0.16536683168770766
0.044790658567723796,0.1509641927523767
0.055639869802255715,0.06310387052381855
0.71289841531729,0.04944533873758561
0.28547622984804993,0.008593880690276667
0.25057430805968434,0.10475232110497329
0.24779287624925395,0.15529165306703913
0.4631314490151137,0.05954583573085298
0.01124687820330339,0.21820991078821061
0.01356836022926794,0.03675410851328442
0.6113074966752973,0.09829926833102842
0.6001937900831549,0.10958089523180764
0.4688159478946947,0.044948904267129774
0.27021689643405433,0.19189672644938882
0.24049190514333035,0.15103893164508303
0.6570292371209632,0.03804199233453248
0.4036033571764579,0.009713871888593462
0.4807953583502998,0.01298525423191993
0.006587865258196046,0.0940515761469492
0.7826012883811859,0.008133518021014141
0.7554355572695204,0.012298693116815529
0.4049708275850686,0.17079023679008676
0.7938611612221438,0.06677904793854877
0.36746881746012094,0.15459020484787067
0.42473927981413545,0.16677857230288995
0.6083753988517022,0.03689810364086993
0.8376562691188147,0.018671602780523933
0.15927891818524748,0.09822110791630911
0.360908856536718,0.05977647129927122
0.5956902878216874,0.12551133845744855
0.3182600035578824,0.05597706718268364
0.2638477264044029,0.18696554661513082
0.08825696950838263,0.1185808487098649
0.6254692054141295,0.020000349431296638
0.4438621120487106,0.17692031132693625
0.1871753171667181,0.1098840419858979
0.8277318784627339,0.046968682267500506
0.28182178430788785,0.06033835928714987
0.3107809132511117,0.05865055567219701
0.22761098846273903,0.14498010025740166
0.5287742510489317,0.13318061906110007
0.38296083793194485,0.087559324646098
0.49221821900973306,0.06439077056182141
0.061891900545851586,0.25134436842335295
0.44896376350263584,0.06370852900144197
0.3286054346105254,0.1437089675201128
0.1965832398499589,0.10486216121147446
0.5405899725206998,0.13659441526257926
0.2126332287943657,0.042647519418898217
0.09997793062233729,0.08675323082975667
0.1929182573103042,0.0660949273896359
0.66689236863711,0.020397447531425084
0.00483301801514846,0.12049928506136226
0.06863376731529314,0.1986410512060744
0.14074979667536797,0.06868056823678448
0.54738470303692,0.024404837020177872
0.007803283255097382,0.03283048100553737
0.22314399583340377,0.20858427711563954
0.48598660325008497,0.10220518728852329
0.3025692541734904,0.0694449394276051
0.5128100949289305,0.11035630776015126
0.4279645029046616,0.17928020932483923
0.08106751286290109,0.00025845990222439497
0.10729193981978513,0.18823687172164022
0.637196787917119,0.03316393247500099
0.19265448314775474,0.07889394759059754
0.2245500641188518,0.004522433482983701
0.5248463622408579,0.021770130502690943
0.5379635699336861,0.14633322199063742
0.8102729151339074,0.033741954355511694
0.23375968769962618,0.1329059579783285
0.2150766277526941,0.1772002936256497
0.11664336227615718,0.2264888895987458
0.18502985662925447,0.15877776075624733
0.3171014853178769,0.17595563071816062
0.4713505555140793,0.05128836736628567
0.7584933789500261,0.028696057280370613
0.2641015383549747,0.1489156284600055
0.5109351357586978,0.15474039667922918
0.05877512614098973,0.1546758969443336
0.4193417623234697,0.16454806002178612
0.21516443068782742,0.19348671394298855
0.7065645981610891,0.04603701530285781
0.23315783303131749,0.21207999776238995
0.2588034956826152,0.006663226577052872
0.3530110922108382,0.024464112942066574
0.5306764399636901,0.1618697753001706
0.15730675753758128,0.07508974713794025
0.44176581660602077,0.0784405667932257
0.4274402834731731,0.15282235399218513
0.35456099854672996,0.10157197241038729
0.48458678408917855,0.058296031044081265
0.5067431454442282,0.11542854595599317
0.05918472205548281,0.07851472571102397
0.3623539196361194,0.12155269251147771
0.570047082540852,0.14528929519559314
0.6837834333983708,0.08436497795480674
0.22200151670476737,0.060661264027683515
0.11951474875173068,0.20170175572935928
0.1417054995204038,0.16497561300409275
0.04945553452246071,0.18511879199410752
0.2288487143848903,0.11953836867769724
0.15091867212124965,0.06091027069198246
0.2660091560687345,0.08776210211146057
0.43853968627065343,0.0626847993998016
0.18621017848142196,0.0070225938989356695
0.6496686248887962,0.015579093265007726
0.12556734228175265,0.027531502872507607
0.39131731416484633,0.03969740854502857
0.16856098550293036,0.06226965869371809
0.37580560604207885,0.15517697048221452
0.05886312050714443,0.025138796497695348
0.5115616267804153,0.006894982407906813
0.11707719619980406,0.2148267090230842
0.1392783359278037,0.014661395562950763
0.08331337596932498,0.19420252105180708
0.014318550657134277,0.14664730018042266
0.0601929246635462,0.11623490438309514
0.11538693654821502,0.08017756268575826
0.060139780284410194,0.11581132844512065
0.19739313094513156,0.12114298754288588
0.502142542706435,0.01099335374951238
0.005241644657224931,0.050663511108850146
0.03704898506677018,0.25453815630920185
0.49451043394773175,0.05922991105192238
0.11360116717649404,0.17341162671949228
0.5724220426065897,0.11253715719600038
0.14623018694191597,0.16153786313917906
0.2881729626262704,0.20539630751815446
0.01842534159193071,0.2122585777452098
0.179420694936685,0.10450001623241417
0.1502574692170039,0.045261529043805815
0.03357340169611933,0.1981597898324245
0.12636362162530457,0.13360826784324037
0.4576461032196609,0.026946039496086427
0.7182240279583242,0.010669667163820118
0.2913596666819973,0.0830929452185788
0.613907593405878,0.07046733857134269
0.4407232088750397,0.16486342972487084
0.22639197201080885,0.013702060719831766
0.09712350321359203,0.02259299529367048
0.4185666562155192,0.10021094480083659
0.16190919849983448,0.0006684526188368012
0.10386645969511493,0.018888293719884375
0.5383921605002848,0.04636211656691569
0.4422809238947062,0.18188511476634045
0.011916791722289044,0.2002227206493153
0.10635472309790134,0.1673031028992879
0.6086185725318756,0.14160260751375497
0.5673548060574473,0.14515782951066314
0.6377757845367773,0.09426264020764669
0.3864146660367706,0.13929160364048326
0.047807939715097614,0.0755919274495786
0.116545512041063,0.011159888757809655
0.2679814272603866,0.05304149717319434
0.2594200152766043,0.08903166583746691
0.10038758925616253,0.09829188395588428
0.7114937447787235,0.06607806221931412
0.5331498339040079,0.04723336467017908
0.015649345148122606,0.18807359092170922
0.2472402206931409,0.20803794622530658
0.10647131131780546,0.14437734852353662
0.6695544655212567,0.06752526371749262
0.3361439936901388,0.06982108519597896
0.010178179206345617,0.040055307636863435
0.6287948001182524,0.017257007864621032
0.4377009131288095,0.13440426803334277
0.23322435835035188,0.14850217514467307
0.32096492814126515,0.1854106019463473
0.20292103779725956,0.22868162923632868
0.12155386094298914,0.07053230939441746
0.4524242800629644,0.15525233177836711
0.008048859645243878,0.0131607039839991
0.05942382647514988,0.02459600241771598
0.3794443149514324,0.10067559713122998
0.2887234612061646,0.1490570855464703
0.17240387766023746,0.07665633188700721
0.2010622639860657,0.1973090915047892
0.14148721808442938,0.012182102856751864
0.49453472641419216,0.07756332415985678
0.8213717113330334,0.01000159110677179
0.6747464976761941,0.0753342221939613
0.47574531884483945,0.012889134168970362
0.17467071718303112,0.07172769492160258
0.3305087479146275,0.09357900512741368
0.6085421543572942,0.08758070197230522
0.3172164333953105,0.033352560380693674
0.7806062698495005,0.06317304673180196
0.5937175680345409,0.034824629533632356
0.537190083335622,0.07336517852115809
0.8740032239075294,0.010429234751492045
0.45182930483939154,0.1841634035440588
0.21698484037208915,0.16064890123096243
0.5070552427725094,0.1582556689208825
0.19503022714340884,0.016057268645498224
0.26546509858240125,0.029135086568950752
0.19556393741413897,0.16798072478427856
0.3133078393667778,0.12557772089099484
0.24513306541568947,0.11668898364822988
0.5377730563712817,0.15623299715743555
0.20959397813788827,0.08610748881761737
0.3448767412023365,0.030431112220498602
0.544105480231299,0.07735103840867946
0.3815009237155308,0.10678264670285786
0.2828956833812218,0.011623261340538538
0.18491399555816973,0.18723288450646414
0.37298671620650115,0.1876673676826866
0.19138790930234534,0.07280253440695778
0.1636457609826018,0.22494233277069953
0.23296194167732515,0.14086516089494439
0.47011183143666635,0.08005878524200499
0.0906890592287275,0.05199100881598967
0.7501233144477543,0.03931053324732903
0.2167610659320498,0.16847766762775207
0.03395245059370339,0.11481705776054202
0.23867469581483736,0.12508923351946882
0.19923911136935174,0.022196259873718982
0.14016721399636867,0.2284779905734572
0.5643178286231216,0.015037694795214274
0.351136195803454,0.12882192385701874
0.27357223655625007,0.034597367722535244
0.8367065960271289,0.00334051771295818
0.49426018869763455,0.13440372637938075
0.720461071136382,0.018923441936204377
0.7052052442622971,0.10474343770482242
0.44861724037508,0.09620342860037284
