(0) t,(1) lam1
2.0,0.1288722026402277
2.018018018018018,0.1317900874662063
2.036036036036036,0.1347953809589897
2.054054054054054,0.1378898693921296
2.072072072072072,0.1410754006160575
2.09009009009009,0.1443538858933929
2.108108108108108,0.1477273017846362
2.126126126126126,0.1511976920834125
2.144144144144144,0.1547671698000949
2.1621621621621623,0.1584379191922519
2.18018018018018,0.1622121978399216
2.1981981981981984,0.1660923387632116
2.216216216216216,0.1700807525791568
2.234234234234234,0.1741799296941127
2.2522522522522523,0.1783924425272307
2.27027027027027,0.1827209477597287
2.2882882882882885,0.1871681886037277
2.3063063063063063,0.1917369970833678
2.324324324324325,0.1964302963197162
2.3423423423423424,0.2012511028096338
2.36036036036036,0.2062025286872511
2.3783783783783785,0.2112877839549986
2.3963963963963963,0.2165101786692231
2.414414414414414,0.2218731250632734
2.4324324324324325,0.2273801395885309
2.4504504504504503,0.2330348448511605
2.468468468468469,0.2388409714193387
2.4864864864864864,0.2448023594723336
2.5045045045045047,0.2509229602590326
2.5225225225225225,0.2572068373292939
2.5405405405405403,0.2636581674967802
2.558558558558558,0.2702812414866779
2.5765765765765765,0.2770804642158374
2.5945945945945947,0.2840603546463404
2.612612612612613,0.2912255451462253
2.6306306306306304,0.2985807802830132
2.6486486486486487,0.306130914966681
2.6666666666666665,0.3138809118487461
2.684684684684685,0.3218358378730414
2.702702702702702,0.330000859861481
2.7207207207207205,0.3383812390045119
2.7387387387387387,0.3469823241109073
2.756756756756757,0.3558095434549336
2.774774774774775,0.3648683950405904
2.7927927927927927,0.374164435082418
2.810810810810811,0.3837032644801476
2.828828828828829,0.3934905130400624
2.846846846846847,0.403531821169191
2.864864864864865,0.4138328187391967
2.8828828828828827,0.4243991007848893
2.900900900900901,0.4352361996675291
2.918918918918919,0.4463495532953517
2.936936936936937,0.4577444689529077
2.954954954954955,0.4694260822467682
2.972972972972973,0.4813993106278484
2.990990990990991,0.4936688009000161
3.009009009009009,0.5062388700708369
3.027027027027027,0.5191134388433944
3.045045045045045,0.532295956988328
3.063063063063063,0.5457893197729177
3.081081081081081,0.5595957745597048
3.0990990990990994,0.5737168166214558
3.1171171171171173,0.5881530731531424
3.135135135135135,0.6029041743961676
3.153153153153153,0.6179686107267415
3.171171171171171,0.6333435745008565
3.189189189189189,0.649024785394861
3.2072072072072078,0.6650062979356964
3.225225225225225,0.6812802898814437
3.243243243243243,0.697836830094327
3.2612612612612613,0.7146636245486904
3.2792792792792795,0.7317457391400708
3.2972972972972974,0.7490652980131653
3.315315315315315,0.7666011562114518
3.333333333333333,0.784328545574907
3.3513513513513518,0.8022186929802525
3.3693693693693696,0.8202384102358304
3.3873873873873874,0.8383496552155455
3.4054054054054053,0.8565090641473534
3.423423423423423,0.87466745536427
3.4414414414414414,0.8927693052805155
3.45945945945946,0.910752197870238
3.477477477477477,0.9285462494957928
3.4954954954954958,0.9460735115469302
3.5135135135135136,0.9632473539963116
3.5315315315315314,0.9799718336292164
3.5495495495495497,0.9961410513377746
3.5675675675675675,1.0116385034467004
3.5855855855855854,1.026336432514462
3.603603603603604,1.0400951833794765
3.621621621621622,1.052762570336405
3.63963963963964,1.064173261168131
3.6576576576576576,1.0741481832556516
3.675675675675675,1.0824939560706943
3.6936936936936937,1.0890023529559263
3.711711711711712,1.09344979315232
3.72972972972973,1.0955968624888732
3.747747747747748,1.0951878579653471
3.7657657657657655,1.091950347607497
3.783783783783784,1.085594732444848
3.801801801801802,1.0758137922539617
3.81981981981982,1.0622821908311773
3.8378378378378377,1.0446559100072257
3.855855855855856,1.0225715743656472
3.873873873873874,0.9956456205995782
3.891891891891892,0.9634732564705244
3.90990990990991,0.9256271441143124
3.927927927927928,0.881655730467025
3.9459459459459456,0.8310811330612266
3.963963963963964,0.7733964711650253
3.981981981981982,0.7080625084227364
4.0,0.634503441210251
4.018018018018018,0.5521016230775286
4.036036036036036,0.4601909544551202
4.054054054054054,0.3580485802853762
4.072072072072072,0.2448844146729055
4.09009009009009,0.119827833561687
4.108108108108108,-0.0180893825353415
4.126126126126126,-0.1699551539997169
4.144144144144144,-0.3370061184197041
4.162162162162162,-0.5206662683972578
4.18018018018018,-0.7225992132813971
4.198198198198199,-0.944780066126374
4.216216216216216,-1.1895961052772472
4.2342342342342345,-1.4599904179456704
4.252252252252252,-1.7596710449198452
4.27027027027027,-2.093422158141718
4.288288288288289,-2.467578124466206
4.306306306306306,-2.8907649554134816
4.324324324324325,-3.375095037878711
4.342342342342342,-3.938159760797392
4.36036036036036,-4.606490781698027
4.378378378378379,-5.4218736991533065
4.396396396396396,-6.453577748873113
4.414414414414415,-7.823902819519272
4.4324324324324325,-9.767013920662237
4.45045045045045,-12.783327068249296
4.468468468468469,-18.125994629509872
4.486486486486486,-29.818158166448956
4.504504504504505,-67.8700681803146
4.5225225225225225,-384.80124219643847
4.54054054054054,-46454.709448871305
