(0) init_L2,(1) alpha,(2) t_FP
0.9070031571865242,0.3810584400973287,10.72072072072072
0.4268775486623244,0.9008478596951304,13.855855855855856
0.2975372121483249,3.416385328861102,12.1981981981982
1.54773070373579,3.0568718968525386,7.891891891891892
2.367759984645356,1.6820160213253503,7.837837837837838
2.2481347727094176,1.8786273121251609,7.81981981981982
2.0936589475588345,0.408864952916794,9.063063063063062
2.273307282246374,0.2371379311175455,9.90990990990991
1.6381280971884808,2.601536257600698,7.90990990990991
1.8116907629059729,2.290702399605636,7.873873873873873
0.4236072912454447,2.1813315804753297,11.693693693693694
0.6844515508987623,1.317533542964167,10.55855855855856
2.1530390946728706,2.5636697970625484,7.711711711711712
1.8367958903147512,1.1800360645912449,8.324324324324325
1.5438984065149686,1.4232591877631695,8.396396396396396
2.180572054821669,2.286617730308653,7.747747747747748
1.9862040056852657,0.3303624173898672,9.225225225225223
1.1305228968598784,0.0074399765444472,10.612612612612612
0.4510070140984998,1.5576406717783613,12.252252252252251
0.9930198809166352,1.355789459039885,9.315315315315315
2.080002271137836,0.1464061271345021,10.01801801801802
1.3047253018838405,3.334483935836147,8.0
2.2816004518818875,2.3400376000788654,7.711711711711712
1.0303942864716642,0.9403297046145838,9.62162162162162
0.6796386632986501,0.2240733483076858,12.1981981981982
2.131477584588949,1.0778267062730151,8.234234234234235
1.4168401292883543,2.0311837024327515,8.234234234234235
0.7436781841348992,2.484850692760382,9.26126126126126
1.394091219993851,0.671880494276379,9.207207207207208
2.344999601946066,1.408930974071281,7.945945945945946
1.3964064911978948,1.6239892361195143,8.432432432432432
1.299040559542335,1.8451048209714835,8.432432432432432
1.5558280574165826,2.9397562221717752,7.891891891891892
1.7935525109513548,0.7266875906449415,8.73873873873874
1.96746191835725,0.0964982374393337,10.054054054054054
0.7613582311532913,0.5993540204382685,11.08108108108108
0.833340533725694,0.5722072258607771,10.756756756756756
0.6159475200475778,1.790351116342873,10.432432432432432
2.2464393217759606,1.2693266869622604,8.072072072072071
0.7268786906188771,1.443203898375969,10.18018018018018
2.1213311851171284,3.312902038995492,7.693693693693693
0.6876144703178227,2.160520319519787,9.711711711711713
0.2852859999422688,2.845515216669007,13.225225225225223
0.7857836415447694,2.691345404693269,9.00900900900901
1.0162508571297777,0.4061864306511217,10.306306306306306
1.135168664657649,0.0790050942111996,10.468468468468467
1.948877310758993,2.273863356871596,7.81981981981982
1.940157634681068,1.285060912350568,8.198198198198199
1.0646953872458589,2.493310789967292,8.486486486486488
1.845599101666881,0.0634942678072196,9.98198198198198
2.269788722932814,2.2910663280128665,7.72972972972973
1.4444772288324017,3.141178364144504,7.927927927927928
1.7178499174708406,0.4508114811192119,9.135135135135137
0.9919570230284496,0.7753544915337374,9.90990990990991
1.5062208163672204,0.0972952894693223,9.873873873873872
1.2848938466149795,0.027467730407386,10.27027027027027
0.3188809168651996,0.0811694026686431,18.936936936936934
0.3003923878968226,2.115006812402817,14.09009009009009
0.6206701236711548,1.6164897210248106,10.594594594594597
1.6551682956232774,0.0348530618526011,9.945945945945946
2.299463314374068,0.8787821270387499,8.342342342342342
2.300911853275333,1.4018371426318974,7.963963963963964
2.3936978740911554,0.5479501522613909,8.792792792792792
2.376475859225369,1.6530475430374807,7.837837837837838
0.6257049393156069,1.100931956075863,11.225225225225223
0.4295926591576204,2.5806565880932277,11.153153153153154
1.566033415177579,2.239152188511966,8.036036036036036
1.3295992177681906,0.3025795982304913,9.747747747747749
1.6009639305693857,1.2816015505056193,8.432432432432432
1.9959539594255644,0.4007828372624625,9.08108108108108
0.8378631795028596,0.194562032065667,11.297297297297296
1.824942045817896,1.7083620046919037,8.054054054054054
0.432114340709421,0.4908479763245145,14.666666666666666
1.481807721885874,1.091761929808663,8.702702702702702
0.7169985979899494,0.2386622855556806,11.90990990990991
1.431298950311188,3.283108900829257,7.927927927927928
2.3022657422958908,1.975457306717133,7.765765765765765
0.7527182072787958,1.3120326252928696,10.1981981981982
1.7445630663832954,2.199767651985379,7.927927927927928
0.8708003085717675,3.114499113060922,8.63063063063063
1.7246911854304297,3.481782956341472,7.783783783783783
1.509596417240637,3.120266327859385,7.891891891891892
2.2603213824234256,3.14473267684933,7.675675675675675
0.2861943057770352,2.778811243060676,13.297297297297296
1.1134339133558122,1.5925197367304365,8.864864864864865
0.9889979335413976,1.993398103834428,8.864864864864865
1.3765507077684136,2.53566698296617,8.108108108108109
1.3070031234876676,2.283896305644616,8.252252252252251
0.2626545879489267,0.9311735869498938,18.81081081081081
2.134328057669252,3.444560969182992,7.693693693693693
0.209019376331099,2.577149108666688,16.52252252252252
1.6978858976253763,0.5772946895301522,8.99099099099099
0.2998868638729968,0.4637673790553236,18.61261261261261
1.172436205633728,1.696492116280149,8.702702702702702
1.7603684076323047,1.7904520618662048,8.054054054054054
1.4997776872940374,1.4733941102689398,8.414414414414415
1.0382854898385578,1.2196097563856605,9.333333333333332
0.2897316168403557,3.114045200461868,12.73873873873874
1.9795958920259376,1.1396052468964517,8.27027027027027
1.6868486505653828,1.428961536232443,8.27027027027027
0.7918475077224931,2.7469756481812317,8.972972972972972
0.4679093814626725,1.31225188013545,12.432432432432432
2.1376053523759584,3.4257173621697743,7.693693693693693
0.7421169873092853,2.3615001856326896,9.35135135135135
0.7237194244372667,0.9961951393866064,10.73873873873874
0.73308976761853,1.7497707506506626,9.855855855855856
2.047894210367999,0.5547270035891059,8.81081081081081
1.222640169863437,1.754573353483896,8.594594594594595
1.362073529322746,1.6155971500058652,8.486486486486488
0.938656259374422,0.4448788661614137,10.504504504504505
2.4295671807694657,1.931359711143084,7.747747747747748
1.862803125624433,3.3156426678541475,7.747747747747748
2.4265714018712985,0.4977627115282709,8.9009009009009
0.8729460896425976,0.6495414856040993,10.486486486486486
2.4314780200146844,2.6906221008734583,7.657657657657658
1.6036267953566652,1.538812380792268,8.288288288288289
1.01715121311167,2.3073913101338954,8.64864864864865
0.6891382081183611,2.538118611922456,9.44144144144144
0.7978333037636448,1.9388211749573672,9.44144144144144
1.3012715507652253,0.1977531350357803,9.945945945945946
1.8252885350662649,2.629134387858701,7.81981981981982
1.944829588023164,1.0713981418700989,8.342342342342342
2.2142620593713795,1.6594787724719258,7.891891891891892
1.2405976631657296,2.908084067327051,8.144144144144144
1.0529323034771814,0.9059481088268314,9.603603603603602
0.8915514445817757,1.4104635853477048,9.567567567567568
0.3147863780919796,2.414841085117754,13.207207207207206
0.4866120117410688,0.3242107623286865,14.09009009009009
0.9716242904500916,2.716614836862387,8.576576576576578
