t,lamHS
2.0,0.4002032189170272
2.003600720144029,0.4004064568130317
2.007201440288058,0.4006097138771839
2.0108021604320863,0.40081299029856166
2.014402880576115,0.4010162862661515
2.018003600720144,0.40121960196885
2.021604320864173,0.4014229375954647
2.0252050410082014,0.40162629333471556
2.0288057611522303,0.4018296693752358
2.0324064812962592,0.4020330659055732
2.036007201440288,0.4022364831141914
2.039607921584317,0.40243992118947086
2.0432086417283455,0.40264338031971003
2.0468093618723744,0.4028468606931266
2.0504100820164033,0.40305036249785847
2.054010802160432,0.4032538859219651
2.057611522304461,0.40345743115342847
2.0612122424484896,0.4036609983801543
2.0648129625925185,0.4038645877899732
2.0684136827365474,0.40406819957064166
2.0720144028805763,0.4042718339098434
2.0756151230246047,0.4044754909951902
2.0792158431686336,0.40467917101422335
2.0828165633126625,0.40488287415441443
2.0864172834566914,0.40508660060316665
2.0900180036007203,0.40529035054781587
2.0936187237447488,0.4054941241756318
2.0972194438887777,0.4056979216738189
2.1008201640328066,0.40590174322951766
2.1044208841768355,0.40610558902980565
2.1080216043208644,0.40630945926169854
2.111622324464893,0.40651335411215134
2.1152230446089217,0.4067172737680594
2.1188237647529506,0.4069212184162594
2.1224244848969795,0.4071251882435306
2.126025205041008,0.4073291834365958
2.129625925185037,0.4075332041821225
2.133226645329066,0.40773725066672395
2.1368273654730947,0.4079413230769601
2.1404280856171236,0.408145421599339
2.144028805761152,0.40834954642031734
2.147629525905181,0.40855369772630207
2.15123024604921,0.408757875703651
2.1548309661932388,0.4089620805386743
2.1584316863372672,0.40916631241763507
2.162032406481296,0.4093705715267508
2.165633126625325,0.40957485805219424
2.169233846769354,0.4097791721800944
2.172834566913383,0.4099835140965377
2.1764352870574113,0.41018788398756906
2.18003600720144,0.4103922820391927
2.183636727345469,0.41059670843737345
2.187237447489498,0.4108011633680376
2.190838167633527,0.4110056470170741
2.1944388877775554,0.41121015957033535
2.1980396079215843,0.41141470121363855
2.201640328065613,0.4116192721327664
2.205241048209642,0.41182387251346836
2.208841768353671,0.41202850254146156
2.2124424884976994,0.41223316240243185
2.2160432086417283,0.4124378522820348
2.2196439287857572,0.41264257236589663
2.223244648929786,0.41284732283961556
2.2268453690738146,0.41305210388876235
2.2304460892178435,0.4132569156988817
2.2340468093618724,0.41346175845549293
2.2376475295059013,0.4136666323440913
2.24124824964993,0.4138715375501487
2.2448489697939586,0.41407647425911503
2.2484496899379876,0.4142814426564188
2.2520504100820165,0.41448644292746833
2.2556511302260454,0.41469147525765276
2.259251850370074,0.414896539832343
2.2628525705141027,0.4151016368368926
2.2664532906581316,0.41530676645663905
2.2700540108021605,0.41551192887690447
2.2736547309461894,0.4157171242829966
2.277255451090218,0.41592235286021007
2.2808561712342468,0.41612761479382704
2.2844568913782757,0.41633291026911834
2.2880576115223046,0.4165382394713445
2.2916583316663335,0.4167436025857566
2.295259051810362,0.4169489997975973
2.298859771954391,0.4171544312921018
2.3024604920984197,0.4173598972544988
2.3060612122424486,0.41756539787001157
2.3096619323864775,0.41777093332385873
2.313262652530506,0.41797650380125534
2.316863372674535,0.4181821094874138
2.320464092818564,0.4183877505675449
2.3240648129625927,0.4185934272268587
2.327665533106621,0.4187991396505655
2.33126625325065,0.41900488802387675
2.334866973394679,0.4192106725320061
2.338467693538708,0.4194164933601704
2.3420684136827363,0.41962235069359033
2.3456691338267652,0.41982824471749175
2.349269853970794,0.42003417561710643
2.352870574114823,0.420240143577673
2.356471294258852,0.4204461487844379
2.3600720144028804,0.4206521914226565
2.3636727345469093,0.42085827167759365
2.367273454690938,0.4210643897345251
2.370874174834967,0.421270545778738
2.374474894978996,0.42147673999553215
2.3780756151230245,0.42168297257022075
2.3816763352670534,0.4218892436881314
2.3852770554110823,0.4220955535346071
2.388877775555111,0.422301902295007
2.39247849569914,0.4225082901547076
2.3960792158431685,0.42271471729910326
2.3996799359871974,0.42292118391360756
2.4032806561312263,0.42312769018365404
2.4068813762752552,0.4233342362946971
2.4104820964192837,0.4235408224322128
2.4140828165633126,0.42374744878170023
2.4176835367073415,0.4239541155286819
2.4212842568513704,0.4241608228587049
2.424884976995399,0.42436757095734184
2.4284856971394277,0.4245743600101918
2.4320864172834566,0.424781190202881
2.4356871374274855,0.42498806172106407
2.4392878575715145,0.4251949747504246
2.442888577715543,0.4254019294766764
2.446489297859572,0.425608926085564
2.4500900180036007,0.425815964762864
2.4536907381476296,0.42602304569438565
2.4572914582916585,0.42623016906597194
2.460892178435687,0.4264373350635004
2.464492898579716,0.426644543872884
