(0) init_LT,(1) alpha,(2) t_FP
1.3983238117997079,4.785132633198816,5.243243243243244
1.3200806852875386,4.114928661840468,5.603603603603604
1.6832112826249135,0.4146465738159971,7.81981981981982
0.42647411342116803,4.12917981161482,10.99099099099099
1.671863304124568,3.6414287831840877,5.297297297297297
0.9718565724037251,1.9197011488906057,8.414414414414415
1.2695445426792673,4.183299804447157,5.675675675675675
0.6136219530375414,1.9047140697763827,12.27027027027027
0.3717438966858916,4.4212661916441185,11.837837837837839
0.7597714914549974,0.28266010553226195,14.396396396396396
1.4263044376621326,3.995162525898266,5.4774774774774775
0.44811235531162036,1.7841226162692148,18.63063063063063
1.3171119747862816,0.5139407661525386,8.774774774774775
1.5988018832475503,3.947621649354112,5.261261261261261
2.3631908260899435,3.8089693116900936,4.666666666666666
1.0560899281339995,2.1724708507588963,7.675675675675675
1.9334141965040075,3.5240619961638946,5.063063063063063
2.4361631585559187,0.9768414674273568,6.0
2.2238518730080727,0.7960644849774073,6.414414414414415
1.1557758444894952,1.6503931882375715,7.8558558558558556
0.9553891824731942,1.1396493959180272,9.801801801801801
2.383923809588681,4.099160576719134,4.576576576576576
2.137884867471574,4.0447062833800125,4.738738738738739
1.7714600315923832,2.2652689210298185,5.837837837837838
0.9043587377201984,4.544054379132746,6.4324324324324325
1.6114699896579538,0.15249146949684267,8.63063063063063
0.447774175097895,3.583379394485568,11.531531531531531
0.7288390131913652,2.9862232279780416,8.666666666666668
1.200573464534562,0.3225521779377233,9.693693693693692
1.360006349397716,2.6819153153137303,6.27027027027027
1.2749914024728008,2.0969252489433963,6.954954954954955
0.643693280024318,3.365829057101682,8.936936936936938
2.075572020478275,0.4071591918018519,7.117117117117117
0.6337504196507924,1.5750724473326694,12.9009009009009
1.6277544448148393,1.9174364813381284,6.306306306306306
2.3777005281731736,3.7911673496483695,4.666666666666666
2.4545146881644273,3.6641975186818945,4.648648648648649
1.6053730854781978,2.738225673125467,5.801801801801801
1.9774637920113733,0.047059485289245306,8.558558558558559
1.1840459751421024,4.647860336207565,5.657657657657658
1.4114144476545285,2.859293239678306,6.054054054054054
0.9746830244051894,2.1165019404878342,8.126126126126126
1.7634697135861954,4.7666377902383115,4.846846846846846
1.3103889527569792,3.050257293305927,6.1441441441441444
1.031668672793403,0.7986967426500535,9.855855855855856
2.0570362973262366,2.9940074577516147,5.153153153153153
1.2609763697895802,3.054059406158183,6.27027027027027
2.3387152215662352,2.326652669156643,5.207207207207207
2.3296860693558847,3.124718069834854,4.882882882882883
1.37392802838773,1.1057319896381768,7.72972972972973
0.9243471173813946,1.9124085883898478,8.72072072072072
2.3375077455517967,2.7759359521372042,5.009009009009009
1.2048662698514683,2.1335354038361816,7.135135135135135
0.7002990232209,2.386393584080549,9.837837837837839
0.4217521257765955,3.3622905668938747,12.72072072072072
1.0928252261898999,0.3899981517158807,10.18018018018018
1.0626287376380927,2.385592053965922,7.405405405405405
1.309810818714571,4.944131850727933,5.333333333333334
0.5958672286973521,0.7173032023735487,17.945945945945944
0.6562496155653939,2.0709036176965028,11.08108108108108
2.1096042490545086,3.246479820623624,5.009009009009009
1.7916775024462943,0.17095699460881575,8.144144144144144
0.6571735391355416,2.3630416327905173,10.414414414414415
2.0532065376314264,3.8994927760631155,4.846846846846846
1.0022874217715085,1.0299828817730665,9.63963963963964
0.45810607747963195,4.336386799580605,10.072072072072071
2.437038094845316,4.6396339960023445,4.4324324324324325
2.3412118363516936,0.17330573639881441,7.297297297297297
0.9107887904367501,3.638981180000092,6.972972972972973
1.654469039762947,1.854620069337361,6.306306306306306
2.3185002982059677,1.8710007863252165,5.45945945945946
1.568224474326156,0.1456897426819992,8.774774774774775
1.5809108871822,1.9084166311423179,6.396396396396397
1.7781713817796205,3.3316152315785925,5.297297297297297
0.6356752525700055,1.0639840094633601,14.81081081081081
0.6095349121584905,1.9802525775033502,12.126126126126126
2.1297032757525907,1.2019854480846204,6.1441441441441444
2.027910791750695,3.2799897275327705,5.063063063063063
0.935518156893216,2.5001584308453024,7.873873873873873
0.45579060683708095,4.979571645643194,9.333333333333332
2.0867369700088116,3.167942778758776,5.063063063063063
2.3004375108494375,1.474580580270326,5.72972972972973
1.1225068743891597,3.9316685061429806,6.108108108108108
0.8909880616805471,0.5997739873213714,11.531531531531531
2.0494120387774046,4.719434903913134,4.648648648648649
1.8754860873623374,0.03523075911933016,8.9009009009009
2.180140226113278,1.1844720666839814,6.09009009009009
1.2784175676963596,0.29901890167303824,9.35135135135135
1.2721724962701897,1.4199226518341694,7.693693693693693
1.303173681793561,2.454659282236711,6.576576576576577
1.3592395958866,2.134057481247169,6.702702702702703
0.7887027809098884,4.086282599793908,7.207207207207207
0.6253734351596438,2.812432496522503,9.981981981981981
1.2394290827083259,3.127096742660104,6.27027027027027
1.5171415493808542,4.917997892827128,5.063063063063063
0.8706675460084725,4.189285885874744,6.774774774774775
1.5706908666946517,4.042953539304602,5.261261261261261
0.5639235721101027,4.5647788404548475,8.432432432432432
1.7932675595622303,4.68691722638341,4.846846846846846
0.7517589789076315,3.1083527941059605,8.324324324324325
0.8844177066975095,3.7764413548287354,6.972972972972973
0.9285312094976916,4.190457759761272,6.54054054054054
2.0909943554137085,3.502818516501662,4.936936936936936
1.9518708722885436,3.2880226103749033,5.135135135135135
1.0865388795884323,4.564492562019654,5.891891891891891
2.0910799481573097,1.5853258458547699,5.873873873873874
0.7483798488386212,2.716401860375215,8.846846846846848
2.232090881473062,4.799255058164102,4.504504504504505
0.9629547422275314,4.00819920271166,6.5225225225225225
1.8334709073074946,0.7851183807071715,6.990990990990991
2.2836687111227962,0.5163397384147489,6.666666666666667
1.0648893242286488,0.2685289523646006,10.666666666666666
1.5169577408128743,1.4812084375861845,6.918918918918919
2.049191276461508,1.359766434576493,6.108108108108108
2.1464908331300943,4.785330049968957,4.558558558558559
2.0644061845260473,1.6262382422176158,5.873873873873874
1.2660626853743429,2.5267463963537558,6.612612612612613
0.6150826524232391,2.387554121903688,10.972972972972974
0.6184362855783767,0.800771739907295,16.576576576576578
1.6136790626973039,2.3085645830227604,6.036036036036036
2.379916083617609,0.282206116959966,6.954954954954955
2.0021800011734596,2.4962973349656843,5.423423423423424
1.9744066564779017,1.030859003047206,6.504504504504505
0.6964790316897662,0.1465975459994251,16.504504504504503
2.0656725153586333,1.8998614154227544,5.693693693693694
1.7676744894105654,4.114078472085293,5.027027027027027
1.0313302803181918,2.137161874935976,7.81981981981982
1.7641369331950414,4.066579067843991,5.045045045045045
1.3225452197932634,4.357452842054404,5.513513513513514
0.631429853898148,1.780007927993295,12.288288288288289
1.6330966366184545,1.1465660348341689,6.990990990990991
1.8877039403475129,3.8755554189857246,4.990990990990991
1.6662280926518318,4.865204606340757,4.918918918918919
1.3930231786111653,3.6288254588297866,5.693693693693694
1.5255247189514518,1.1727565199655836,7.225225225225225
2.065311190182198,4.101206855214162,4.774774774774775
0.6465637412524963,3.9307784581147747,8.288288288288289
0.9722218919668596,4.255227511996801,6.36036036036036
1.0967247496921317,3.9153886081408706,6.18018018018018
2.11246887866165,1.0275661312296398,6.324324324324325
1.729493908372661,0.8765644288180741,7.081081081081081
1.1992592872990893,1.2901650655414958,8.144144144144144
2.1119836602554067,0.18264813597958673,7.5675675675675675
2.2747079732674265,3.375116804020521,4.846846846846846
1.859101592872199,2.5468482442784075,5.54954954954955
2.2290953433472493,1.5937181383029453,5.72972972972973
1.13768000315656,4.641378591027101,5.747747747747748
0.5748710898508638,4.280636037321618,8.594594594594595
1.0531688770452738,2.2602403624129335,7.585585585585585
0.24096885915727118,4.362929370985907,18.9009009009009
0.5168307441161979,4.130631817956976,9.441441441441441
1.0089306034803311,4.820097591133268,5.981981981981982
0.9965463809268391,1.8375419961158275,8.378378378378379
2.294502587914163,0.33531460181153994,6.954954954954955
1.7877759800830728,1.5742327263641098,6.306306306306306
1.4069671808216224,4.595629944806668,5.297297297297297
1.062721295018143,3.6091418392395624,6.45045045045045
0.38570150208632054,4.282806550872722,11.711711711711711
0.8304298306572377,4.909715769225552,6.5225225225225225
2.4001551424480096,4.313299233095858,4.5225225225225225
1.6780501783659485,0.36121278714974614,7.927927927927928
0.3686551185953116,4.621916184652484,11.567567567567567
2.439156114885172,3.2077860259458397,4.792792792792793
0.4021896365909755,2.754912756537398,15.441441441441441
2.3534423212977176,3.9615443830021517,4.63063063063063
1.6009048311696104,4.608595111686155,5.045045045045045
1.6582836879262475,3.779551103508572,5.261261261261261
2.0371637869505363,1.053705483541116,6.396396396396397
0.7736900735666399,0.15325599122613776,14.576576576576576
2.1212113860774378,2.4509734264913736,5.333333333333334
0.38197565394250815,2.5030312909128405,17.81981981981982
2.038365963030319,4.6251127211999075,4.666666666666666
1.5847027656166792,3.5674386003851275,5.423423423423424
0.918998857100064,1.1244762411792748,10.144144144144144
1.7527357434399395,3.152532671467027,5.387387387387387
2.3801378138521754,1.3063185372998776,5.783783783783784
0.5980730355985089,3.25749581842521,9.585585585585585
1.4542165427193334,4.226879834269522,5.351351351351351
0.546363265094286,3.8994678537195684,9.35135135135135
2.0768374027499594,2.966962918652099,5.135135135135135
1.9424731924926144,1.3258420214212752,6.27027027027027
0.6955999451806307,4.715131899938971,7.297297297297297
2.17886829396744,3.9362015657367233,4.738738738738739
1.3704784024402343,0.09533933413058304,9.675675675675675
1.8872671983644584,3.7675774632366603,5.027027027027027
1.5714896333767494,3.7981307959789303,5.351351351351351
0.5402873283042728,3.190956822592417,10.522522522522522
1.3959047255561985,4.0644288944087545,5.495495495495495
0.8128874367039951,4.15848631859543,7.045045045045045
2.1014699599955913,0.14455265319129162,7.711711711711712
1.6653202751530296,3.3425895345678307,5.423423423423424
1.9673394234158603,2.3797116933362368,5.531531531531531
2.103045559532885,4.051362228056129,4.774774774774775
0.9104381025010164,1.3448261469808003,9.783783783783782
0.6952106050723728,0.00339439807782671,18.666666666666668
0.8141603575836237,4.995882010181169,6.54054054054054
0.38322505977621296,3.755731348532975,12.9009009009009
2.3666572127125303,0.11457704210079134,7.513513513513513
0.9815955401420626,0.8283338681521463,10.18018018018018
0.7558873447590303,1.1729921230509128,11.927927927927929
1.9562933686917465,0.8854593156738982,6.684684684684685
2.489318815072269,3.5121646397705253,4.666666666666666
2.49653410032527,2.0652853578045876,5.207207207207207
0.3342957759065576,3.9754188757666324,14.18018018018018
1.3756782553583669,1.7328803094344796,7.027027027027027
2.401694033103069,0.29809397869618115,6.900900900900901
2.2833755275157372,4.6214393569465955,4.5225225225225225
1.6442519625875283,4.384207037159635,5.063063063063063
1.4691666097040457,3.5184677445291133,5.621621621621621
1.3831926569135096,2.465150707115029,6.378378378378378
1.528473841291457,3.0401512465176452,5.747747747747748
1.8681882436068,0.02809446892896139,9.045045045045045
2.176586270684213,3.9701557976997295,4.738738738738739
1.7893527648908099,2.544854847312637,5.63963963963964
1.1234931939602213,2.5688148952384893,7.009009009009009
1.245023937212113,4.427674204338815,5.621621621621621
0.42442089335250344,4.37386075567605,10.64864864864865
2.134097501252552,1.371878768399653,5.981981981981982
0.7445948521024498,1.9186165420449615,10.252252252252251
1.7848512127322498,1.7938061663663285,6.126126126126126
2.037119187052533,0.0007052721849326593,10.73873873873874
1.882026239315203,0.47332135422740895,7.315315315315315
0.36937220699268275,2.872036296037082,16.54054054054054
1.2853625698899829,2.0983231448234934,6.918918918918919
1.710095631226935,1.0960428710801773,6.882882882882883
0.33130077584561324,4.608705127861607,12.756756756756756
0.7611272700315987,2.5621676035026804,8.972972972972972
0.5476998108551884,1.361767580550013,16.37837837837838
1.9320177230407756,1.1315517887494142,6.468468468468468
0.4414117483555885,2.21067094300171,16.27027027027027
2.289462739630083,1.2364146948424026,5.927927927927928
2.429516406329401,3.3441955516152495,4.756756756756756
0.38531431335763006,4.70277863615078,11.00900900900901
0.5304722261402863,2.950225866087848,11.153153153153154
1.2522115111258185,1.8805558399834,7.243243243243243
1.8383831841151448,2.854612901269486,5.423423423423424
2.251988942166666,1.4574770715111163,5.801801801801801
1.6566766078305453,2.192557123979375,6.054054054054054
1.0927881663673666,2.6178162654233934,7.081081081081081
2.4583326468232274,0.3916250087782841,6.666666666666667
1.563047930579896,4.212077397351327,5.225225225225225
1.997484855902878,4.123702702740626,4.828828828828829
1.7228903865776428,1.966944650852081,6.108108108108108
2.2741924268153637,3.1663261884891467,4.918918918918919
1.0595160933912755,0.3522023525570239,10.504504504504505
0.35301146755840007,4.056414160964285,13.207207207207206
1.3863342260515066,0.06044610802141637,9.873873873873872
1.483940338712334,1.8349944438050052,6.648648648648648
1.1902242248026254,1.9433018678233105,7.387387387387387
0.5538990098111671,4.074390507463813,9.045045045045045
2.2800892466266682,3.935990190137674,4.684684684684685
2.4437968529824157,1.5257606985818133,5.5675675675675675
1.158239134365894,0.43810954621184894,9.693693693693692
0.6498933295793976,2.028651019332747,11.27927927927928
2.4021718051509864,3.208699882877033,4.8108108108108105
2.3261609080613335,1.9053428984604281,5.441441441441441
1.8184064693000277,1.1667329759362928,6.612612612612613
1.3242449157690315,0.12047015172295505,9.72972972972973
1.4170721128266464,2.885389299987005,6.036036036036036
1.8667946490344824,0.11791705016670484,8.216216216216216
1.6304152677754902,3.0351361813821622,5.603603603603604
2.3018388229539313,1.327835905091348,5.837837837837838
0.35090990863490573,4.53456707086033,12.234234234234235
2.3975447540258163,2.6405758657978557,5.027027027027027
0.9687537910947208,2.5639321162796453,7.63963963963964
1.3843016270602615,1.9741290508572011,6.774774774774775
1.3867106127706181,1.4275168386600057,7.315315315315315
0.6589723110830908,2.778925658614038,9.621621621621621
1.0171943024577654,2.8600602783840694,7.153153153153153
1.907405323007128,1.0273192002488134,6.612612612612613
2.040611861368007,0.7258797245905235,6.7207207207207205
2.3461919368356945,0.03626176740358478,8.198198198198199
2.149052041599427,2.937119174726037,5.099099099099099
0.8849862456315355,0.9847760185032278,10.756756756756756
1.857572243364177,2.0254763145151182,5.873873873873874
1.5141826890016938,4.942257139251463,5.063063063063063
1.257142427165969,1.7121389869886667,7.405405405405405
2.0295129865778865,2.755813067482567,5.2792792792792795
1.2963206162375522,0.21615295244906407,9.495495495495495
1.3778706836879482,0.4503390365674981,8.64864864864865
1.8101585232957516,3.308412807192647,5.261261261261261
1.3095116979590964,0.7074466099029836,8.504504504504505
2.2169552981381693,0.3219691475289782,7.081081081081081
1.5620126628504303,4.115435527718024,5.261261261261261
1.9593407438632386,3.7821171830714273,4.954954954954955
1.3920631135517958,3.9964569591307675,5.531531531531531
2.423281760177653,2.3677072217627386,5.117117117117117
1.4030573620134117,2.826603445636329,6.09009009009009
0.5898204057639735,4.481584971237768,8.252252252252251
2.1775648559404286,2.10030461122991,5.45945945945946
2.0237911800019877,0.40732658691821133,7.1891891891891895
2.18021297285972,2.2034572141969693,5.405405405405405
0.347488850814095,3.4158508200598403,15.36936936936937
