(0) init_Lambda2,(1) init_Lambda3
0.6018255288608744,0.07750248479986716
0.7910401815967867,0.0036038200292643485
0.018026570052493696,0.2715805700319257
0.6268583313567107,0.017210528345240395
1.0948412976450277,0.015965938331708507
1.0525399885855435,0.018644802162799567
0.35990367745282753,0.17857549850731358
0.5907367495685102,0.0009559311359912948
0.3982480078173518,0.15393559130359646
0.044602180173527795,0.024259718403345787
0.37454232178799435,0.038221470424590454
0.002949600595438584,0.05258300744206473
0.44224131529590843,0.021833845639186833
0.955259645387632,0.04666616240046484
0.5202033163796072,0.08387947798016637
0.973264575822379,0.042966146371010205
0.7597945541252157,0.05812052739768214
0.9239758430375391,0.04755805810257424
0.03487750339739237,0.11311485138007193
0.47592334203726266,0.12392367302426954
0.3389191908215222,0.0028440959478654437
0.10458903640946604,0.2034265011302161
0.5474221498771603,0.04963138147633506
0.23236990961785442,0.0548947010102514
0.7274512583641222,0.07796618982542836
0.03910353228064023,0.27649519847633536
0.1267052957664218,0.15534819231609975
0.22519379527957645,0.05321124069814254
0.12636064179337275,0.17171396403991263
0.4505553632446185,0.13909123283856012
0.3411861389484945,0.0874894681776841
0.5550349835830117,0.09871192099176695
0.8611045797347656,0.025565766344428753
0.538724616676837,0.09793890415820411
0.7059357024745134,0.07980470096032988
0.666456918170524,0.028336851685224873
0.16551828534491453,0.12400477111975489
0.413886082375465,0.1468563172419619
0.20567782487445418,0.21444551434059478
0.22130224052288222,0.18284996392264347
0.05543410395450865,0.21799062794279572
0.6019670242556514,0.10255862975570224
0.11902462459892388,0.2408606428123755
0.018232657819843012,0.02985842998807675
0.7507022295620926,0.02538845912334442
0.35018585623689,0.14444985200250737
0.03437394680168282,0.23271867223010484
0.6544516359542469,0.0854268283271899
0.29077022412919584,0.148151013504579
0.1534941037166942,0.16669697346364626
0.08095862327172504,0.018297802851106548
0.07822157062131396,0.10743663742777865
0.0001332903615615666,0.26445609301991985
0.0518121868502468,0.24889906866290445
0.5499470444214924,0.029097323414453924
0.038181906948632105,0.2115540060995803
0.5058084493170365,0.052107994469242636
0.12589515426594527,0.039421870067654685
0.27766140445173576,0.13790636916337135
0.057309666851789565,0.17436122945852955
0.16137091460436592,0.02539985042281301
0.37316367965079345,0.10269433079026574
0.20185750341468645,0.23080401212007956
0.3559327669870751,0.10889965908598431
1.041953253608032,0.015495799137655475
0.6193630979760422,0.0474218865697964
0.9490915970874414,0.0452070427183382
0.04128567684219231,0.24844303627795872
0.7577047803012387,0.02984161605822666
0.37213663170856304,0.08178872998415437
0.34969271925182016,0.06913424672111884
0.10028812021731143,0.05614975423801816
0.05875923853846876,0.2526655575742696
0.2044981604192439,0.04081289449817965
0.03816044120051154,0.32416075620387286
0.1947576045834703,0.10988218986982984
0.15267197677266425,0.07331410903193275
1.0902549837118982,0.019922640680212267
0.11249946871490696,0.06851517624106429
0.2172370391750365,0.07702864307082957
0.055110008783274544,0.2520041151445038
1.0315110434593915,0.005333019025808017
0.6056493298438974,0.021015829974044775
0.44876307589118003,0.05947843939377989
0.960691138635839,0.030558515231319694
0.5508246849754541,0.08228977938741244
0.24114614305483667,0.05332120755455033
0.2078669454392818,0.05073908106916064
0.5667584494556058,0.0961982084600344
0.07643690332462955,0.06404118981476087
0.9661359218690488,0.039969298985836454
0.03385583015594179,0.11432306400555065
0.9802145193101646,0.042473876970537894
0.18438855452553743,0.02067800678304277
0.2626395494865763,0.1251054259702905
0.9776753673301191,0.01779821717172725
0.21928565568812663,0.10056763560002618
0.0644224614573567,0.14262832968942862
0.1843476648893667,0.18798578551402845
0.40375027613505393,0.16045358449381997
0.2881222593433021,0.1505778604143248
0.7553117363575397,0.062442406210365065
0.549853999346672,0.029205063934543918
0.20485172010131247,0.10196860540602676
0.014168764355246,0.2290574012552497
0.7985883473167122,0.05228418290081582
0.057076981558338014,0.2173767172306365
0.7145218517289446,0.007846024111533567
0.5449834376120188,0.0459631596192816
0.9790163257071942,0.010129005466749885
0.2984462572476728,0.001008019501088142
0.01505579331581075,0.06322917135209843
0.03289773258063072,0.09287757216830322
0.01340164561481949,0.16914498855500698
0.6681229938558586,0.061768943016738076
0.2064022519297734,0.03279443414160821
0.9048465499324992,0.046496392001161624
0.9021419638449455,0.027444062158071658
0.7558567701253595,0.07458404687577364
0.644315967414087,0.0005230373246814524
