t,lam
2.0,0.12587199562885604
2.003600720144029,0.1257042789292593
2.007201440288058,0.1255368490816047
2.0108021604320863,0.12536970526968896
2.014402880576115,0.12520284668069262
2.018003600720144,0.12503627250516183
2.021604320864173,0.12486998193699046
2.0252050410082014,0.12470397417340222
2.0288057611522303,0.12453824841493295
2.0324064812962592,0.12437280386541306
2.036007201440288,0.12420763973194997
2.039607921584317,0.12404275522491075
2.0432086417283455,0.12387814955790485
2.0468093618723744,0.123713821947767
2.0504100820164033,0.12354977161454006
2.054010802160432,0.12338599778145813
2.057611522304461,0.12322249967492976
2.0612122424484896,0.12305927652452117
2.0648129625925185,0.12289632756293967
2.0684136827365474,0.1227336520260171
2.0720144028805763,0.12257124915269352
2.0756151230246047,0.12240911818500082
2.0792158431686336,0.12224725836804659
2.0828165633126625,0.12208566894999798
2.0864172834566914,0.12192434918206574
2.0900180036007203,0.12176329831848834
2.0936187237447488,0.12160251561651615
2.0972194438887777,0.1214420003363958
2.1008201640328066,0.12128175174135453
2.1044208841768355,0.12112176909758476
2.1080216043208644,0.12096205167422869
2.111622324464893,0.12080259874336297
2.1152230446089217,0.12064340957998351
2.1188237647529506,0.12048448346199045
2.1224244848969795,0.12032581967017304
2.126025205041008,0.12016741748819482
2.129625925185037,0.12000927620257874
2.133226645329066,0.1198513951026925
2.1368273654730947,0.11969377348073384
2.1404280856171236,0.11953641063171606
2.144028805761152,0.11937930585345352
2.147629525905181,0.1192224584465473
2.15123024604921,0.11906586771437096
2.1548309661932388,0.11890953296305629
2.1584316863372672,0.11875345350147927
2.162032406481296,0.11859762864124605
2.165633126625325,0.11844205769667904
2.169233846769354,0.118286739984803
2.172834566913383,0.11813167482533142
2.1764352870574113,0.11797686154065276
2.18003600720144,0.11782229945581689
2.183636727345469,0.11766798789852162
2.187237447489498,0.11751392619909927
2.190838167633527,0.11736011369050335
2.1944388877775554,0.11720654970829529
2.1980396079215843,0.11705323359063131
2.201640328065613,0.11690016467824932
2.205241048209642,0.11674734231445587
2.208841768353671,0.1165947658451133
2.2124424884976994,0.11644243461862687
2.2160432086417283,0.11629034798593195
2.2196439287857572,0.11613850530048138
2.223244648929786,0.11598690591823284
2.2268453690738146,0.1158355491976363
2.2304460892178435,0.11568443449962161
2.2340468093618724,0.11553356118758605
2.2376475295059013,0.11538292862738206
2.24124824964993,0.11523253618730499
2.2448489697939586,0.11508238323808097
2.2484496899379876,0.1149324691528548
2.2520504100820165,0.11478279330717793
2.2556511302260454,0.11463335507899655
2.259251850370074,0.11448415384863968
2.2628525705141027,0.11433518899880742
2.2664532906581316,0.11418645991455917
2.2700540108021605,0.11403796598330204
2.2736547309461894,0.1138897065947792
2.277255451090218,0.11374168114105843
2.2808561712342468,0.1135938890165206
2.2844568913782757,0.11344632961784834
2.2880576115223046,0.11329900234401474
2.2916583316663335,0.11315190659627207
2.295259051810362,0.11300504177814062
2.298859771954391,0.1128584072953976
2.3024604920984197,0.11271200255606609
2.3060612122424486,0.11256582697040406
2.3096619323864775,0.11241987995089346
2.313262652530506,0.11227416091222939
