(0) t,(1) lambda
1.0,4.501383187476023
1.0038007601520305,4.502767201195858
1.007601520304061,4.504152041884881
1.0114022804560912,4.505537710269305
1.0152030406081216,4.506924207076178
1.019003800760152,4.508311533033386
1.0228045609121825,4.509699688869654
1.0266053210642128,4.5110886753145465
1.0304060812162432,4.5124784930984685
1.0342068413682737,4.513869142952668
1.0380076015203041,4.515260625609237
1.0418083616723344,4.5166529418011105
1.0456091218243648,4.518046092262072
1.0494098819763953,4.519440077726749
1.0532106421284257,4.52083489893062
1.0570114022804562,4.522230556610013
1.0608121624324864,4.523627051502103
1.064612922584517,4.525024384344922
1.0684136827365474,4.526422555877352
1.0722144428885778,4.527821566839131
1.076015203040608,4.52922141797085
1.0798159631926385,4.530622110013959
1.083616723344669,4.532023643710767
1.0874174834966994,4.533426019804439
1.0912182436487297,4.534829239039004
1.0950190038007601,4.53623330215935
1.0988197639527906,4.537638209911229
1.102620524104821,4.539043963041257
1.1064212842568513,4.540450562296916
1.1102220444088817,4.541858008426553
1.1140228045609122,4.5432663021793855
1.1178235647129426,4.544675444305497
1.1216243248649729,4.546085435555844
1.1254250850170033,4.547496276682254
1.1292258451690338,4.548907968437425
1.1330266053210643,4.550320511574932
1.1368273654730947,4.551733906849225
1.140628125625125,4.553148155015628
1.1444288857771554,4.554563256830346
1.1482296459291859,4.555979213050462
1.1520304060812163,4.557396024433939
1.1558311662332466,4.558813691739622
1.159631926385277,4.560232215727237
1.1634326865373075,4.561651597157398
1.167233446689338,4.5630718367916
1.1710342068413682,4.56449293539223
1.1748349669933986,4.5659148937225575
1.178635727145429,4.5673377125467445
1.1824364872974595,4.568761392629842
1.18623724744949,4.570185934737794
1.1900380076015202,4.571611339637437
1.1938387677535507,4.573037608096501
1.1976395279055811,4.574464740883614
1.2014402880576116,4.575892738768298
1.2052410482096418,4.577321602520975
1.2090418083616723,4.578751332912966
1.2128425685137028,4.580181930716494
1.2166433286657332,4.5816133967046815
1.2204440888177635,4.5830457316515565
1.224244848969794,4.584478936332051
1.2280456091218244,4.585913011522003
1.2318463692738548,4.5873479579981575
1.2356471294258853,4.588783776538169
1.2394478895779155,4.590220467920601
1.243248649729946,4.591658032924929
1.2470494098819764,4.59309647233154
1.2508501700340067,4.594535786921736
1.2546509301860371,4.595975977477734
1.2584516903380676,4.597417044782666
1.262252450490098,4.598858989620584
1.2660532106421285,4.600301812776457
1.2698539707941587,4.601745515036177
1.2736547309461892,4.6031900971865545
1.2774554910982197,4.604635560015327
1.2812562512502501,4.606081904311153
1.2850570114022806,4.607529130863618
1.2888577715543108,4.608977240463236
1.2926585317063413,4.610426233901448
1.2964592918583717,4.611876111970624
1.300260052010402,4.613326875464068
1.3040608121624324,4.614778525176014
1.3078615723144629,4.6162310619016305
1.3116623324664933,4.617684486437021
1.3154630926185238,4.619138799579227
1.319263852770554,4.620594002126227
1.3230646129225845,4.622050094876937
1.326865373074615,4.623507078631217
1.3306661332266452,4.624964954189866
1.3344668933786759,4.6264237223546285
1.338267653530706,4.627883383928193
1.3420684136827365,4.629343939714193
1.345869173834767,4.630805390517212
1.3496699339867972,4.632267737142779
1.3534706941388277,4.633730980397377
1.3572714542908582,4.635195121088438
1.3610722144428886,4.636660160024348
1.364872974594919,4.638126098014447
1.3686737347469493,4.639592935869031
1.3724744948989798,4.641060674399352
1.3762752550510102,4.642529314417622
1.3800760152030405,4.643998856737014
1.383876775355071,4.6454693021716595
1.3876775355071014,4.646940651536655
1.3914782956591318,4.648412905648059
1.3952790558111623,4.649886065322899
1.3990798159631925,4.651360131379165
1.402880576115223,4.65283510463582
1.4066813362672534,4.654310985912793
1.410482096419284,4.655787776030986
1.4142828565713144,4.657265475812274
1.4180836167233446,4.658744086079504
1.421884376875375,4.6602236076565005
1.4256851370274055,4.661704041368064
1.4294858971794357,4.663185388039974
1.4332866573314662,4.664667648498988
1.4370874174834967,4.666150823572847
1.4408881776355271,4.667634914090273
1.4446889377875576,4.669119920880973
1.4484896979395878,4.670605844775638
1.4522904580916183,4.672092686605947
1.4560912182436487,4.673580447204568
1.4598919783956792,4.675069127405157
1.4636927385477096,4.676558728042363
1.4674934986997399,4.678049249951827
1.4712942588517703,4.679540693970184
1.4750950190038008,4.681033060935064
1.478895779155831,4.682526351685096
1.4826965393078615,4.684020567059906
1.486497299459892,4.6855157079001195
1.4902980596119224,4.687011775047365
1.4940988197639529,4.688508769344273
1.497899579915983,4.690006691634479
1.5017003400680136,4.6915055427626235
1.505501100220044,4.693005323574355
1.5093018603720743,4.694506034916331
1.513102620524105,4.696007677636218
1.5169033806761352,4.6975102525826955
1.5207041408281656,4.699013760605457
1.524504900980196,4.700518202555209
1.5283056611322263,4.702023579283675
1.5321064212842568,4.703529891643597
1.5359071814362872,4.705037140488734
1.5397079415883175,4.7065453266738695
1.5435087017403482,4.708054451054806
1.5473094618923784,4.70956451448837
1.5511102220444088,4.711075517832416
1.5549109821964393,4.712587461945822
1.5587117423484695,4.714100347688497
1.5625125025005002,4.7156141759213765
1.5663132626525305,4.717128947506431
1.570114022804561,4.718644663306662
1.5739147829565914,4.720161324186106
1.5777155431086216,4.721678931009833
1.581516303260652,4.723197484643953
1.5853170634126825,4.724716985955616
1.5891178235647128,4.726237435813008
1.5929185837167434,4.727758835085362
1.5967193438687737,4.729281184642952
1.6005201040208041,4.730804485357097
1.6043208641728346,4.732328738100163
1.6081216243248648,4.733853943745565
1.6119223844768955,4.735380103167767
1.6157231446289257,4.736907217242284
1.6195239047809562,4.738435286845685
1.6233246649329867,4.739964312855592
1.627125425085017,4.741494296150684
1.6309261852370474,4.743025237610697
1.6347269453890778,4.744557138116426
1.638527705541108,4.746089998549728
1.6423284656931387,4.74762381979352
1.646129225845169,4.749158602731785
1.6499299859971994,4.75069434824957
1.6537307461492299,4.752231057232989
1.6575315063012601,4.7537687305692256
1.6613322664532906,4.755307369146533
1.665133026605321,4.756846973854236
1.6689337867573515,4.758387545582733
1.672734546909382,4.759929085223496
1.6765353070614122,4.761471593669076
1.6803360672134426,4.7630150718131
1.684136827365473,4.764559520550276
1.6879375875175033,4.766104940776392
1.691738347669534,4.767651333388321
1.6955391078215643,4.769198699284019
1.6993398679735947,4.770747039362528
1.7031406281256252,4.772296354523979
1.7069413882776554,4.7738466456695905
1.7107421484296859,4.775397913701674
1.7145429085817163,4.776950159523633
1.7183436687337466,4.778503384039964
1.7221444288857772,4.780057588156262
1.7259451890378075,4.7816127727792175
1.729745949189838,4.783168938816621
1.7335467093418684,4.784726087177362
1.7373474694938986,4.786284218771436
1.7411482296459293,4.787843334509939
1.7449489897979595,4.7894034353050765
1.74874974994999,4.7909645220701575
1.7525505101020205,4.792526595719602
1.7563512702540507,4.794089657168942
1.7601520304060811,4.795653707334819
1.7639527905581116,4.79721874713499
1.7677535507101418,4.798784777488328
1.7715543108621725,4.800351799314823
1.7753550710142028,4.8019198135355845
1.7791558311662332,4.803488821072842
1.7829565913182637,4.805058822849948
1.786757351470294,4.806629819791378
1.7905581116223244,4.808201812822735
1.7943588717743548,4.809774802870748
1.7981596319263853,4.811348790863276
1.8019603920784157,4.812923777729308
1.805761152230446,4.814499764398967
1.8095619123824764,4.816076751803508
1.813362672534507,4.817654740875324
1.8171634326865371,4.819233732547945
1.8209641928385678,4.820813727756039
1.824764952990598,4.822394727435417
1.8285657131426285,4.8239767325230325
1.832366473294659,4.825559743956982
1.8361672334466892,4.82714376267651
1.8399679935987197,4.828728789622008
1.8437687537507501,4.830314825735016
1.8475695139027803,4.831901871958228
1.851370274054811,4.833489929235489
1.8551710342068413,4.8350789985118
1.8589717943588717,4.836669080733318
1.8627725545109022,4.838260176847359
1.8665733146629324,4.839852287802398
1.870374074814963,4.8414454145480725
1.8741748349669933,4.8430395580351835
1.8779755951190238,4.844634719215698
1.8817763552710542,4.846230899042748
1.8855771154230845,4.847828098470637
1.889377875575115,4.849426318454837
1.8931786357271454,4.851025559951993
1.8969793958791756,4.852625823919925
1.9007801560312063,4.854227111317628
1.9045809161832365,4.855829423105275
1.908381676335267,4.857432760244219
1.9121824364872975,4.859037123696993
1.9159831966393277,4.8606425144273135
1.9197839567913584,4.862248933400083
1.9235847169433886,4.863856381581389
1.927385477095419,4.865464859938508
1.9311862372474495,4.867074369439908
1.9349869973994798,4.8686849110552455
1.9387877575515102,4.870296485755374
1.9425885177035407,4.871909094512343
1.946389277855571,4.873522738299398
1.9501900380076016,4.875137418090983
1.9539907981596318,4.876753134862743
1.9577915583116623,4.878369889591529
1.9615923184636928,4.8799876832553934
1.965393078615723,4.881606516833597
1.9691938387677534,4.883226391306608
1.972994598919784,4.884847307656106
1.9767953590718144,4.88646926686498
1.9805961192238448,4.888092269917336
1.984396879375875,4.889716317798494
1.9881976395279055,4.891341411494992
1.991998399679936,4.8929675519945866
1.9957991598319662,4.894594740286258
1.9995999199839969,4.896222977360207
2.003400680136027,4.89785226420786
2.007201440288058,4.899482601821872
2.011002200440088,4.901113991196125
2.0148029605921183,4.902746433325731
2.0186037207441485,4.904379929207037
2.022404480896179,4.906014479837622
2.02620524104821,4.907650086216302
2.03000600120024,4.909286749343131
2.0338067613522703,4.910924470219404
2.0376075215043006,4.912563249847657
2.0414082816563313,4.914203089231668
2.045209041808362,4.915843989376464
2.049009801960392,4.9174859512883184
2.0528105621124224,4.919128975974753
2.0566113222644526,4.920773064444543
2.0604120824164833,4.9224182177077145
2.0642128425685136,4.924064436775551
2.0680136027205442,4.9257117226605915
2.0718143628725745,4.927360076376635
2.0756151230246047,4.929009498938742
2.079415883176635,4.930659991363234
2.0832166433286656,4.932311554667699
2.0870174034806963,4.933964189870991
2.0908181636327265,4.935617897993234
2.094618923784757,4.937272680055821
2.098419683936787,4.938928537081418
2.1022204440888177,4.940585470093967
2.1060212042408484,4.942243480118685
2.1098219643928786,4.943902568182067
2.113622724544909,4.94556273531189
2.117423484696939,4.9472239825372135
2.1212242448489698,4.94888631088838
2.1250250050010004,4.950549721397018
2.1288257651530307,4.952214215096046
2.132626525305061,4.953879793019673
2.136427285457091,4.955546456203398
2.140228045609122,4.957214205684016
2.144028805761152,4.958883042499618
2.1478295659131827,4.960552967689593
2.151630326065213,4.96222398229463
2.155431086217243,4.963896087356722
2.159231846369274,4.965569283919163
2.163032606521304,4.967243573026556
2.166833366673335,4.968918955724811
2.170634126825365,4.970595433061148
2.1744348869773953,4.972273006084101
2.1782356471294255,4.973951675843516
2.182036407281456,4.975631443390557
2.185837167433487,4.977312309777707
2.189637927585517,4.978994276058767
2.1934386877375474,4.980677343288862
2.1972394478895776,4.982361512524442
2.2010402080416083,4.984046784823281
2.204840968193639,4.985733161244485
2.208641728345669,4.987420642848488
2.2124424884976994,4.989109230697059
2.2162432486497297,4.990798925853298
2.2200440088017603,4.992489729381646
2.223844768953791,4.99418164234788
2.2276455291058213,4.9958746658191195
2.2314462892578515,4.997568800863826
2.2352470494098817,4.999264048551807
2.2390478095619124,5.000960409954216
2.2428485697139426,5.002657886143558
2.2466493298659733,5.004356478193686
2.2504500900180036,5.0060561871798095
2.254250850170034,5.007757014178491
2.258051610322064,5.009458960267653
2.2618523704740947,5.011162026526577
2.2656531306261254,5.012866214035904
2.2694538907781556,5.014571523877644
2.273254650930186,5.016277957135167
2.277055411082216,5.017985514893216
2.2808561712342468,5.019694198237902
2.2846569313862775,5.021404008256709
2.2884576915383077,5.023114946038495
2.292258451690338,5.024827012673497
2.296059211842368,5.026540209253327
2.299859971994399,5.028254536870982
2.3036607321464295,5.0299699966208395
2.3074614922984598,5.031686589598663
2.31126225245049,5.033404316901604
2.3150630126025202,5.035123179628202
2.318863772754551,5.0368431788783905
2.322664532906581,5.038564315753495
2.326465293058612,5.04028659135624
2.330266053210642,5.042010006790743
2.3340668133626723,5.043734563162529
2.337867573514703,5.045460261578519
2.341668333666733,5.047187103147043
2.345469093818764,5.048915088977837
2.349269853970794,5.050644220182044
2.3530706141228244,5.052374497872223
2.3568713742748546,5.054105923162343
2.3606721344268853,5.055838497167789
2.364472894578916,5.057572221005366
2.368273654730946,5.059307095793298
2.3720744148829764,5.061043122651232
2.3758751750350067,5.062780302700238
2.3796759351870374,5.0645186370628155
2.383476695339068,5.066258126862892
2.3872774554910983,5.067998773225826
2.3910782156431285,5.069740577278409
2.3948789757951587,5.071483540148872
2.3986797359471894,5.07322766296688
2.40248049609922,5.074972946863539
2.4062812562512503,5.076719392971401
2.4100820164032806,5.078467002424459
2.413882776555311,5.080215776358154
2.4176835367073415,5.081965715909377
2.4214842968593717,5.0837168222164735
2.4252850570114024,5.085469096419238
2.4290858171634326,5.0872225396589235
2.432886577315463,5.088977153078242
2.436687337467493,5.090732937821367
2.440488097619524,5.092489895033934
2.4442888577715545,5.094248025863043
2.4480896179235847,5.096007331457263
2.451890378075615,5.097767812966633
2.455691138227645,5.099529471542665
2.459491898379676,5.101292308338344
2.4632926585317065,5.103056324508134
2.4670934186837368,5.104821521207977
2.470894178835767,5.106587899595296
2.4746949389877972,5.108355460829
2.478495699139828,5.110124206069483
2.4822964592918586,5.111894136478629
2.486097219443889,5.11366525321981
2.489897979595919,5.115437557457894
2.4936987397479493,5.117211050359245
2.49749949989998,5.118985733091724
2.5013002600520102,5.120761606824691
2.505101020204041,5.122538672729012
2.508901780356071,5.124316931977056
2.5127025405081014,5.1260963857427
2.5165033006601316,5.127877035201333
2.5203040608121623,5.129658881529853
2.524104820964193,5.131441925906674
2.527905581116223,5.133226169511727
2.5317063412682534,5.135011613526464
2.5355071014202837,5.136798259133857
2.5393078615723144,5.138586107518404
2.543108621724345,5.140375159866128
2.5469093818763753,5.142165417364582
2.5507101420284055,5.143956881202851
2.5545109021804357,5.145749552571554
2.5583116623324664,5.147543432662846
2.562112422484497,5.14933852267042
2.5659131826365273,5.151134823789512
2.5697139427885576,5.152932337216901
2.573514702940588,5.154731064150913
2.5773154630926185,5.156531005791421
2.5811162232446487,5.15833216333985
2.5849169833966794,5.160134537999179
2.5887177435487096,5.161938130973942
2.59251850370074,5.1637429434702335
2.5963192638527706,5.165548976695707
2.600120024004801,5.16735623185958
2.6039207841568315,5.1691647101726375
2.6077215443088617,5.17097441284723
2.611522304460892,5.172785341097282
2.615323064612922,5.17459749613829
2.619123824764953,5.176410879187325
2.6229245849169835,5.17822549146304
2.626725345069014,5.180041334185667
2.630526105221044,5.18185840857702
2.6343268653730743,5.183676715860502
2.638127625525105,5.185496257261102
2.6419283856771356,5.187317034005402
2.645729145829166,5.189139047321578
2.649529905981196,5.190962298439399
2.6533306661332263,5.192786788590237
2.657131426285257,5.194612519007061
2.6609321864372877,5.196439490924447
2.664732946589318,5.198267705578576
2.668533706741348,5.200097164207239
2.6723344668933784,5.201927868049838
2.676135227045409,5.203759818347388
2.6799359871974393,5.205593016342522
2.68373674734947,5.207427463279493
2.6875375075015002,5.2092631604041735
2.6913382676535305,5.211100108964062
2.6951390278055607,5.212938310208284
2.6989397879575914,5.214777765387595
2.702740548109622,5.216618475754381
2.7065413082616523,5.218460442562666
2.7103420684136825,5.220303667068109
2.7141428285657128,5.222148150528009
2.7179435887177434,5.223993894201311
2.721744348869774,5.2258408993486025
2.7255451090218044,5.227689167232119
2.7293458691738346,5.229538699115746
2.733146629325865,5.2313894962650265
2.7369473894778955,5.233241559947155
2.740748149629926,5.235094891430987
2.7445489097819564,5.23694949198704
2.7483496699339867,5.238805362887492
2.752150430086017,5.240662505406192
2.7559511902380476,5.242520920818655
2.759751950390078,5.244380610402071
2.7635527105421085,5.246241575435302
2.7673534706941387,5.248103817198888
2.771154230846169,5.24996733697505
2.7749549909981996,5.251832136047693
2.77875575115023,5.253698215702406
2.7825565113022606,5.255565577226466
2.786357271454291,5.257434221908841
2.790158031606321,5.259304151040193
2.7939587917583513,5.261175365912882
2.797759551910382,5.263047867820966
2.8015603120624126,5.264921658060203
2.805361072214443,5.2667967379280585
2.809161832366473,5.268673108723704
2.8129625925185033,5.270550771748023
2.816763352670534,5.272429728303609
2.8205641128225647,5.274309979694774
2.824364872974595,5.276191527227547
2.828165633126625,5.278074372209678
2.8319663932786554,5.279958515950644
2.835767153430686,5.281843959761644
2.8395679135827168,5.28373070495561
2.843368673734747,5.285618752847206
2.8471694338867772,5.287508104752832
2.8509701940388075,5.289398761990624
2.854770954190838,5.29129072588046
2.8585717143428684,5.293183997743961
2.862372474494899,5.295078578904497
2.8661732346469293,5.296974470687184
2.8699739947989595,5.298871674418893
2.8737747549509898,5.300770191428249
2.8775755151030205,5.302670023045635
2.881376275255051,5.304571170603193
2.8851770354070814,5.306473635434831
2.8889777955591116,5.3083774188762245
2.892778555711142,5.3102825222648145
2.8965793158631725,5.312188946939817
2.900380076015203,5.314096694242223
2.9041808361672334,5.3160057655148005
2.9079815963192637,5.317916162102099
2.911782356471294,5.319827885350453
2.9155831166233246,5.321740936607981
2.9193838767753553,5.323655317224593
2.9231846369273855,5.325571028551991
2.9269853970794157,5.327488071943673
2.930786157231446,5.329406448754934
2.9345869173834767,5.331326160342873
2.938387677535507,5.33324720806639
2.9421884376875376,5.335169593286195
2.945989197839568,5.337093317364806
2.949789957991598,5.3390183816665555
2.9535907181436287,5.340944787557592
2.957391478295659,5.342872536405881
2.9611922384476896,5.344801629581214
2.96499299859972,5.346732068455204
2.96879375875175,5.348663854401294
2.9725945189037803,5.350596988794756
2.976395279055811,5.3525314730126965
2.9801960392078417,5.354467308434061
2.983996799359872,5.356404496439633
2.987797559511902,5.358343038412039
2.9915983196639324,5.3602829357357535
2.995399079815963,5.3622241897970975
2.9991998399679938,5.364166801984244
3.003000600120024,5.3661107736872244
3.0068013602720542,5.368056106297924
3.010602120424085,5.370002801210093
3.014402880576115,5.371950859819344
3.0182036407281454,5.373900283523155
3.022004400880176,5.375851073720878
3.0258051610322063,5.377803231813736
3.0296059211842365,5.379756759204831
