t,lamT
2.0,0.8012637533667063
2.018018018018018,0.8025364122036756
2.036036036036036,0.8038180415372386
2.054054054054054,0.8051087071388399
2.072072072072072,0.8064084755349618
2.09009009009009,0.8077174140172136
2.108108108108108,0.8090355906525895
2.126126126126126,0.8103630742938963
2.144144144144144,0.8116999345903582
2.1621621621621623,0.8130462419983967
2.18018018018018,0.8144020677925943
2.1981981981981984,0.8157674840768411
2.216216216216216,0.8171425637956709
2.234234234234234,0.8185273807457887
2.2522522522522523,0.8199220095877942
2.27027027027027,0.8213265258581044
2.2882882882882885,0.8227410059810801
2.3063063063063063,0.8241655272813593
2.324324324324325,0.8256001679964016
2.3423423423423424,0.8270450072892495
2.36036036036036,0.8285001252615081
2.3783783783783785,0.8299656029665498
2.3963963963963963,0.8314415224229469
2.414414414414414,0.8329279666281386
2.4324324324324325,0.8344250195723343
2.4504504504504503,0.8359327662526604
2.468468468468469,0.8374512926875548
2.4864864864864864,0.8389806859314128
2.5045045045045047,0.8405210340894921
2.5225225225225225,0.8420724263330789
2.5405405405405403,0.8436349529149236
2.558558558558558,0.8452087051849498
2.5765765765765765,0.8467937756062418
2.5945945945945947,0.8483902577713182
2.612612612612613,0.8499982464186954
2.6306306306306304,0.851617837449749
2.6486486486486487,0.8532491279458776
2.6666666666666665,0.8548922161859762
2.684684684684685,0.8565472016642255
2.702702702702702,0.8582141851082036
2.7207207207207205,0.859893268497327
2.7387387387387387,0.861584555081628
2.756756756756757,0.8632881494008754
2.774774774774775,0.8650041573040452
2.7927927927927927,0.8667326859691508
2.810810810810811,0.8684738439234372
2.828828828828829,0.8702277410639503
2.846846846846847,0.871994488678487
2.864864864864865,0.8737741994669351
2.8828828828828827,0.8755669875630125
2.900900900900901,0.8773729685564121
2.918918918918919,0.879192259515363
2.936936936936937,0.8810249790096167
2.954954954954955,0.8828712471338682
2.972972972972973,0.8847311855316191
2.990990990990991,0.8866049174194959
3.009009009009009,0.8884925676120312
3.027027027027027,0.890394262546919
3.045045045045045,0.8923101303107541
3.063063063063063,0.8942403006652676
3.081081081081081,0.8961849050740677
3.0990990990990994,0.898144076729899
3.1171171171171173,0.9001179505824316
3.135135135135135,0.9021066633665904
3.153153153153153,0.9041103536314394
3.171171171171171,0.9061291617696322
3.189189189189189,0.9081632300474412
3.2072072072072078,0.9102127026353796
3.225225225225225,0.9122777256394312
3.243243243243243,0.9143584471328972
3.2612612612612613,0.9164550171888818
3.2792792792792795,0.9185675879134236
3.2972972972972974,0.9206963134792944
3.315315315315315,0.9228413501604752
3.333333333333333,0.9250028563673311
3.3513513513513518,0.9271809926824988
3.3693693693693696,0.9293759218974988
3.3873873873873874,0.9315878090501014
3.4054054054054053,0.9338168214624516
3.423423423423423,0.9360631287799792
3.4414414414414414,0.9383269030111092
3.45945945945946,0.9406083185677954
3.477477477477477,0.9429075523068904
3.4954954954954958,0.9452247835723812
3.5135135135135136,0.9475601942385036
3.5315315315315314,0.9499139687537604
3.5495495495495497,0.9522862941858669
3.5675675675675675,0.954677360267642
3.5855855855855854,0.9570873594438738
3.603603603603604,0.959516486919178
3.621621621621622,0.9619649407068792
3.63963963963964,0.9644329216789366
3.6576576576576576,0.9669206336169412
3.675675675675675,0.9694282832642142
3.6936936936936937,0.9719560803790288
3.711711711711712,0.9745042377889902
3.72972972972973,0.9770729714465968
3.747747747747748,0.9796625004860184
3.7657657657657655,0.9822730472811186
3.783783783783784,0.9849048375047554
3.801801801801802,0.9875581001893908
3.81981981981982,0.9902330677890464
3.8378378378378377,0.992929976242636
3.855855855855856,0.995649065038716
3.873873873873874,0.9983905772816836
3.891891891891892,1.0011547597594694
3.90990990990991,1.0039418630127557
3.927927927927928,1.0067521414057654
3.9459459459459456,1.0095858531986646
3.963963963963964,1.0124432606216145
3.981981981981982,1.0153246299505254
4.0,1.018230231584553
4.018018018018018,1.021160340125386
4.036036036036036,1.0241152344583726
4.054054054054054,1.0270951978355356
4.072072072072072,1.030100517960529
4.09009009009009,1.0331314870755877
4.108108108108108,1.036188402050526
4.126126126126126,1.0392715644738393
4.144144144144144,1.0423812807459714
4.162162162162162,1.0455178621748025
4.18018018018018,1.0486816250734237
4.198198198198199,1.0518728908602597
4.216216216216216,1.0550919861616077
4.2342342342342345,1.0583392429166585
4.252252252252252,1.0616149984850716
4.27027027027027,1.0649195957571769
4.288288288288289,1.0682533832668764
4.306306306306306,1.0716167153073275
4.324324324324325,1.075009952049483
4.342342342342342,1.0784334596635696
4.36036036036036,1.0818876104436028
4.378378378378379,1.0853727829350055
4.396396396396396,1.0888893620654414
4.414414414414415,1.0924377392789442
4.4324324324324325,1.0960183126734482
4.45045045045045,1.0996314871418158
4.468468468468469,1.1032776745164692
4.486486486486486,1.106957293717732
4.504504504504505,1.1106707709059929
4.5225225225225225,1.1144185396378097
4.54054054054054,1.1182010410260654
4.558558558558559,1.1220187239043098
4.576576576576576,1.1258720449954045
4.594594594594595,1.1297614690846105
4.612612612612613,1.1336874691972532
4.63063063063063,1.1376505267811048
4.648648648648649,1.1416511318936322
4.666666666666666,1.1456897833942634
4.684684684684685,1.1497669891418274
4.702702702702703,1.1538832661973333
4.7207207207207205,1.1580391410322546
4.738738738738739,1.1622351497424972
4.756756756756756,1.1664718382682293
4.774774774774775,1.170749762619764
4.792792792792793,1.175069489109688
4.8108108108108105,1.1794315945914382
4.828828828828829,1.1838366667045397
4.846846846846846,1.1882853041267158
4.864864864864865,1.1927781168331064
4.882882882882883,1.1973157263628154
4.900900900900901,1.201898766093043
4.918918918918919,1.2065278815210485
4.936936936936936,1.2112037305542065
4.954954954954955,1.2159269838084286
4.972972972972973,1.2206983249152372
4.990990990990991,1.2255184508377772
5.009009009009009,1.230388072196078
5.027027027027027,1.2353079136018787
5.045045045045045,1.2402787140033478
5.063063063063063,1.2453012270400377
5.081081081081081,1.2503762214084324
5.099099099099099,1.255504481238458
5.117117117117117,1.2606868064813397
5.135135135135135,1.265924013309207
5.153153153153153,1.2712169345268658
5.171171171171171,1.2765664199961673
5.1891891891891895,1.281973337073428
5.207207207207207,1.2874385710603713
5.225225225225225,1.292963025669079
5.243243243243244,1.2985476235014626
5.261261261261261,1.3041933065437876
5.27927927927928,1.309901036676802
5.297297297297297,1.3156717962020477
5.315315315315315,1.321506588384956
5.333333333333334,1.327406438015354
5.351351351351351,1.3333723919860352
5.36936936936937,1.33940551989008
5.387387387387387,1.3455069146376328
5.405405405405405,1.3516776930928829
5.423423423423424,1.3579189967320222
5.441441441441441,1.3642319923229929
5.45945945945946,1.3706178726278642
5.4774774774774775,1.3770778571287283
5.495495495495495,1.3836131927780355
5.513513513513514,1.3902251547743292
5.531531531531531,1.3969150473643976
5.54954954954955,1.4036842046728883
5.567567567567568,1.4105339915604904
5.585585585585585,1.4174658045118391
5.603603603603604,1.4244810725543493
5.621621621621621,1.4315812582092362
5.63963963963964,1.4387678584760542
5.657657657657658,1.4460424058521286
5.675675675675675,1.4534064693883386
5.693693693693694,1.4608616557827658
5.711711711711711,1.4684096105138027
5.72972972972973,1.476052019014391
5.747747747747748,1.4837906078891403
5.7657657657657655,1.4916271461761597
5.783783783783784,1.4995634466555343
5.801801801801801,1.5076013672064676
5.81981981981982,1.5157428122152046
5.837837837837838,1.5239897340359765
5.855855855855856,1.5323441345072983
5.873873873873874,1.5408080665260868
5.891891891891891,1.5493836356821766
5.90990990990991,1.558073001955962
5.927927927927928,1.566878381482017
5.945945945945946,1.575802048381704
5.963963963963964,1.584846336667937
5.981981981981982,1.5940136422254336
6.0,1.6033064248699609
6.018018018018018,1.612727210490276
6.036036036036036,1.6222785932766588
6.054054054054054,1.631963238040138
6.072072072072072,1.641783882626747
6.09009009009009,1.6517433404313775
6.108108108108108,1.6618445030160498
6.126126126126126,1.6720903428376892
6.144144144144144,1.6824839160907892
6.162162162162162,1.693028365670632
6.18018018018018,1.7037269242630717
6.198198198198198,1.7145829175672247
6.216216216216216,1.7255997676577746
6.2342342342342345,1.7367809964939942
6.252252252252252,1.7481302295829988
6.27027027027027,1.7596511998051874
6.288288288288288,1.7713477514103029
6.306306306306306,1.7832238441930444
6.324324324324325,1.7952835578577058
6.342342342342342,1.8075310965818827
6.36036036036036,1.8199707937899143
6.378378378378378,1.8326071171473743
6.396396396396397,1.8454446737886347
6.414414414414415,1.85848821579027
6.4324324324324325,1.871742645903888
6.45045045045045,1.8852130235628208
6.468468468468468,1.8989045711780452
6.486486486486487,1.9128226807396944
6.504504504504505,1.926972920741576
6.5225225225225225,1.941361043447272
6.54054054054054,1.955992992517612
6.558558558558558,1.9708749110206316
6.576576576576577,1.9860131498465596
6.594594594594595,2.001414276551891
6.612612612612613,2.0170850846582637
6.63063063063063,2.0330326034336124
6.648648648648648,2.0492641081850143
6.666666666666667,2.0657871310946665
6.684684684684685,2.082609472632698
6.702702702702703,2.0997392135829043
6.7207207207207205,2.1171847277201006
6.738738738738738,2.1349546951806047
6.756756756756757,2.153058116570404
6.774774774774775,2.17150432785886
6.792792792792793,2.190303016109388
6.8108108108108105,2.2094642361024133
6.828828828828828,2.2289984279101387
6.846846846846847,2.248916435487212
6.864864864864865,2.269229526346374
6.882882882882883,2.289949412393573
6.900900900900901,2.3110882720029244
6.918918918918919,2.332658773418319
6.936936936936937,2.3546740995755004
6.954954954954955,2.377147974446056
6.972972972972973,2.4000946910131518
6.990990990990991,2.423529140997949
7.009009009009009,2.447466846465673
7.027027027027027,2.4719239934512247
7.045045045045045,2.4969174677562638
7.063063063063063,2.5224648930828724
7.081081081081081,2.5485846716833795
7.099099099099099,2.575296027721856
7.117117117117117,2.6026190535603333
7.135135135135135,2.630574759202099
7.153153153153153,2.659185125145743
7.171171171171171,2.6884731589271404
7.1891891891891895,2.718462955652582
7.207207207207207,2.7491797628550323
7.225225225225225,2.7806500500373867
7.243243243243243,2.8129015833019717
7.261261261261261,2.845963505504802
7.279279279279279,2.879866422416806
7.297297297297297,2.9146424954228194
7.315315315315315,2.950325541343383
7.333333333333333,2.9869511400248503
7.351351351351351,3.024556750410948
7.36936936936937,3.06318183588459
7.387387387387387,3.102867999753585
7.405405405405405,3.14365913184906
7.423423423423423,3.185601567312455
7.441441441441442,3.2287442587674047
7.45945945945946,3.273138963208682
7.477477477477477,3.3188404450937803
7.495495495495495,3.365906697296273
7.513513513513513,3.414399181776733
7.531531531531532,3.464383092050221
7.54954954954955,3.515927639783185
7.567567567567567,3.569106368141785
7.585585585585585,3.62399749484372
7.603603603603603,3.680684288243079
7.621621621621622,3.739255480210256
7.63963963963964,3.799805720065643
7.657657657657658,3.8624360743972552
7.675675675675675,3.927254578251564
7.693693693693693,3.994376843948535
7.711711711711712,4.0639267346544266
7.72972972972973,4.136037110870821
7.747747747747748,4.2108506591916
7.765765765765765,4.288520814072343
7.783783783783783,4.369212784986659
7.801801801801802,4.453104703256872
7.81981981981982,4.540388905097827
7.837837837837838,4.63127337007003
7.855855855855855,4.725983337284798
7.873873873873873,4.824763125441372
7.891891891891892,4.927878187229636
7.90990990990991,5.035617433957737
7.927927927927928,5.148295872654938
7.945945945945946,5.2662576055979935
7.963963963963964,5.38987925151732
7.981981981981982,5.519573859039284
8.0,5.655795396696854
8.018018018018019,5.799043920708908
8.036036036036036,5.949871542476957
8.054054054054054,6.108889343392164
8.072072072072071,6.27677541639891
8.09009009009009,6.454284253535362
8.108108108108109,6.642257748609746
8.126126126126126,6.841638147233584
8.144144144144144,7.053483356554197
8.162162162162161,7.278985129475089
8.18018018018018,7.519490770030972
8.198198198198199,7.776529177561386
8.216216216216216,8.051842270668951
8.234234234234235,8.347423126026088
8.252252252252251,8.665562557596596
8.27027027027027,9.008906385059667
8.288288288288289,9.380526348005075
8.306306306306306,9.78400858972573
8.324324324324325,10.223564970785322
8.342342342342342,10.704174340524103
8.36036036036036,11.231763538756468
8.378378378378379,11.81344169348937
8.396396396396396,12.457806903296886
8.414414414414415,13.175352561390602
8.432432432432432,13.979012869135786
8.45045045045045,14.884905930008198
8.468468468468469,15.913362303032429
8.486486486486488,17.090374094032214
8.504504504504505,18.44967711823255
8.522522522522522,20.035809341292136
8.54054054054054,21.908716185629373
8.558558558558559,24.15088293581143
8.576576576576578,26.878742117328933
8.594594594594595,30.261608311066126
8.612612612612612,34.554498599916016
8.63063063063063,40.15800630902931
8.64864864864865,47.73442772942873
8.666666666666668,58.45045018042081
8.684684684684685,74.53370025713652
8.702702702702702,100.70973498510976
8.72072072072072,148.54046806400476
8.73873873873874,252.6700292687375
8.756756756756758,554.1451626906576
8.774774774774775,2004.815678239454
8.792792792792792,20995.76744870697
8.81081081081081,2103810.362294109
8.82882882882883,20912943352.324158
