t,lamS
2.0,0.40018477411247066
2.003600720144029,0.4003697205216303
2.007201440288058,0.4005548394542755
2.0108021604320863,0.40074013113761286
2.014402880576115,0.4009255957992596
2.018003600720144,0.40111123366724466
2.021604320864173,0.40129704497000934
2.0252050410082014,0.4014830299364086
2.0288057611522303,0.40166918879571173
2.0324064812962592,0.40185552177760325
2.036007201440288,0.402042029112184
2.039607921584317,0.402228711029972
2.0432086417283455,0.40241556776190324
2.0468093618723744,0.40260259953933286
2.0504100820164033,0.4027898065940359
2.054010802160432,0.4029771891582083
2.057611522304461,0.40316474746446784
2.0612122424484896,0.4033524817458551
2.0648129625925185,0.40354039223583427
2.0684136827365474,0.4037284791682943
2.0720144028805763,0.40391674277754974
2.0756151230246047,0.4041051832983418
2.0792158431686336,0.404293800965839
2.0828165633126625,0.4044825960156385
2.0864172834566914,0.40467156868376697
2.0900180036007203,0.4048607192066813
2.0936187237447488,0.4050500478212699
2.0972194438887777,0.4052395547648534
2.1008201640328066,0.40542924027518584
2.1044208841768355,0.4056191045904555
2.1080216043208644,0.405809147949286
2.111622324464893,0.4059993705907371
2.1152230446089217,0.4061897727543058
2.1188237647529506,0.40638035467992734
2.1224244848969795,0.4065711166079761
2.126025205041008,0.40676205877926674
2.129625925185037,0.40695318143505504
2.133226645329066,0.4071444848170389
2.1368273654730947,0.4073359691673595
2.1404280856171236,0.4075276347286021
2.144028805761152,0.4077194817437972
2.147629525905181,0.4079115104564214
2.15123024604921,0.40810372111039855
2.1548309661932388,0.40829611395010074
2.1584316863372672,0.4084886892203492
2.162032406481296,0.4086814471664154
2.165633126625325,0.4088743880340221
2.169233846769354,0.40906751206934433
2.172834566913383,0.4092608195190104
2.1764352870574113,0.40945431063010296
2.18003600720144,0.40964798565016003
2.183636727345469,0.409841844827176
2.187237447489498,0.41003588840960276
2.190838167633527,0.4102301166463506
2.1944388877775554,0.41042452978678945
2.1980396079215843,0.41061912808074963
2.201640328065613,0.41081391177852317
2.205241048209642,0.4110088811308648
2.208841768353671,0.4112040363889929
2.2124424884976994,0.4113993778045906
2.2160432086417283,0.41159490562980705
2.2196439287857572,0.41179062011725803
2.223244648929786,0.4119865215200275
2.2268453690738146,0.4121826100916684
2.2304460892178435,0.4123788860862037
2.2340468093618724,0.41257534975812765
2.2376475295059013,0.4127720013624067
2.24124824964993,0.41296884115448074
2.2448489697939586,0.41316586939026395
2.2484496899379876,0.41336308632614616
2.2520504100820165,0.4135604922189937
2.2556511302260454,0.41375808732615066
2.259251850370074,0.41395587190543986
2.2628525705141027,0.41415384621516416
2.2664532906581316,0.41435201051410725
2.2700540108021605,0.41455036506153503
2.2736547309461894,0.41474891011719656
2.277255451090218,0.4149476459413252
2.2808561712342468,0.4151465727946399
2.2844568913782757,0.41534569093834595
2.2880576115223046,0.41554500063413646
2.2916583316663335,0.41574450214419334
2.295259051810362,0.4159441957311884
2.298859771954391,0.4161440816582845
2.3024604920984197,0.4163441601891367
2.3060612122424486,0.41654443158789345
2.3096619323864775,0.41674489611919757
2.313262652530506,0.41694555404818756
2.316863372674535,0.4171464056404987
2.320464092818564,0.4173474511622641
2.3240648129625927,0.41754869088011604
2.327665533106621,0.41775012506118697
2.33126625325065,0.4179517539731107
2.334866973394679,0.4181535778840236
2.338467693538708,0.41835559706256575
2.3420684136827363,0.41855781177788215
2.3456691338267652,0.4187602222996238
2.349269853970794,0.41896282889794895
2.352870574114823,0.4191656318435243
2.356471294258852,0.419368631407526
2.3600720144028804,0.41957182786164116
2.3636727345469093,0.4197752214780687
2.367273454690938,0.41997881252952085
2.370874174834967,0.420182601289224
2.374474894978996,0.42038658803092027
2.3780756151230245,0.42059077302886844
2.3816763352670534,0.42079515655784533
2.3852770554110823,0.42099973889314685
2.388877775555111,0.4212045203105893
2.39247849569914,0.42140950108651065
2.3960792158431685,0.42161468149777165
2.3996799359871974,0.4218200618217571
2.4032806561312263,0.422025642336377
2.4068813762752552,0.4222314233200681
2.4104820964192837,0.4224374050517945
2.4140828165633126,0.42264358781104966
2.4176835367073415,0.42284997187785694
2.4212842568513704,0.4230565575327714
2.424884976995399,0.4232633450568806
2.4284856971394277,0.4234703347318063
2.4320864172834566,0.4236775268397052
2.4356871374274855,0.4238849216632707
2.4392878575715145,0.4240925194857338
2.442888577715543,0.42430032059086453
2.446489297859572,0.4245083252629732
2.4500900180036007,0.4247165337869117
2.4536907381476296,0.4249249464480747
2.4572914582916585,0.42513356353240095
2.460892178435687,0.4253423853263746
2.464492898579716,0.42555141211702646
2.4680936187237448,0.4257606441919354
2.4716943388677737,0.42597008183922935
2.4752950590118026,0.42617972534758697
2.478895779155831,0.4263895750062387
2.48249649929986,0.4265996311049682
2.486097219443889,0.4268098939341135
2.4896979395879177,0.4270203637845686
2.493298659731946,0.42723104094778436
2.496899379875975,0.4274419257157703
2.500500100020004,0.42765301838109554
2.504100820164033,0.42786431923689033
2.5077015403080614,0.42807582857684734
2.5113022604520903,0.428287546695223
2.514902980596119,0.4284994738868388
2.518503700740148,0.42871161044708267
2.522104420884177,0.42892395667191036
2.5257051410282054,0.42913651285784665
2.5293058611722343,0.42934927930198696
2.5329065813162632,0.42956225630199846
2.536507301460292,0.4297754441561215
2.540108021604321,0.42998884316317115
2.5437087417483495,0.4302024536225383
2.5473094618923784,0.4304162758341912
2.5509101820364073,0.4306303100986768
2.554510902180436,0.43084455671712224
2.558111622324465,0.43105901599123597
2.5617123424684936,0.43127368822330947
2.5653130626125225,0.43148857371621835
2.5689137827565514,0.431703672773424
2.5725145029005803,0.43191898569897474
2.576115223044609,0.43213451279750753
2.5797159431886376,0.4323502543742491
2.5833166633326665,0.43256621073501755
2.5869173834766954,0.4327823821862236
2.590518103620724,0.4329987690348722
2.5941188237647532,0.4332153715885639
2.5977195439087817,0.4334321901554961
2.6013202640528106,0.4336492250444649
2.6049209841968395,0.43386647656486604
2.608521704340868,0.4340839450266968
2.612122424484897,0.434301630740557
2.6157231446289257,0.43451953401765087
2.6193238647729546,0.4347376551697883
2.6229245849169835,0.43495599450938627
2.626525305061012,0.4351745523494704
2.630126025205041,0.4353933290036764
2.63372674534907,0.43561232478625156
2.6373274654930987,0.4358315400120562
2.6409281856371276,0.4360509749965652
2.644528905781156,0.43627063005586936
2.648129625925185,0.436490505506677
2.651730346069214,0.43671060166631553
2.6553310662132428,0.4369309188527328
2.6589317863572717,0.43715145738449857
2.6625325065013,0.43737221758080624
2.666133226645329,0.43759319976147426
2.669733946789358,0.4378144042469475
2.673334666933387,0.438035831358299
2.6769353870774157,0.4382574814172313
2.680536107221444,0.4384793547460782
2.684136827365473,0.438701451667806
2.687737547509502,0.43892377250601533
2.6913382676535305,0.43914631758494255
2.6949389877975594,0.4393690872294612
2.6985397079415883,0.4395920817650839
2.702140428085617,0.43981530151796344
2.705741148229646,0.44003874681489474
2.7093418683736745,0.4402624179833162
2.7129425885177034,0.4404863153513114
2.7165433086617323,0.44071043924761044
2.7201440288057612,0.4409347900015919
2.72374474894979,0.4411593679432842
2.7273454690938186,0.44138417340336705
2.7309461892378475,0.44160920671317333
2.7345469093818764,0.4418344682046906
2.7381476295259053,0.44205995821056254
2.741748349669934,0.4422856770640909
2.7453490698139627,0.4425116250992367
2.7489497899579916,0.4427378026506221
2.7525505101020205,0.4429642100535322
2.7561512302460494,0.44319084764391614
2.7597519503900783,0.44341771575838923
2.7633526705341067,0.4436448147342344
2.7669533906781356,0.44387214490940385
2.7705541108221645,0.44409970662252063
2.774154830966193,0.4443275002128804
2.7777555511102223,0.4445555260204531
2.781356271254251,0.44478378438588456
2.7849569913982797,0.44501227565049806
2.7885577115423086,0.4452410001562962
2.792158431686337,0.4454699582459625
2.795759151830366,0.4456991502628632
2.799359871974395,0.4459285765510486
2.8029605921184237,0.4461582374552551
2.8065613122624526,0.44638813332090677
2.810162032406481,0.44661826449411707
2.81376275255051,0.4468486313216905
2.817363472694539,0.4470792341511245
2.820964192838568,0.44731007333061085
2.8245649129825967,0.44754114920903776
2.828165633126625,0.4477724621359913
2.831766353270654,0.44800401246175736
2.835367073414683,0.44823580053732315
2.838967793558712,0.4484678267143791
2.8425685137027408,0.44870009134532074
2.8461692338467692,0.44893259478325015
