(0) init_L2,(1) alpha,(2) t_FP
2.21927073976395,2.238111002708401,8.216216216216216
0.3919068058698832,0.0540851241517879,17.17117117117117
1.2371564452109056,1.3500631815268398,9.08108108108108
0.4112453518211245,0.988365768649948,15.027027027027026
0.8125891888172426,1.0046640653931225,10.756756756756756
1.976814500318869,0.3883804684364652,8.792792792792792
1.6832738569588157,1.1011921288942823,8.576576576576578
1.7344774242638252,0.170281691940193,9.26126126126126
1.7871046258704195,1.8231810805193411,8.216216216216216
0.6116427532714876,2.59452052641742,10.396396396396396
0.7941930905099013,1.5893881460878294,10.216216216216216
1.9072191367114215,2.557754177141244,8.522522522522522
1.8052179657739915,2.970104174458916,10.18018018018018
0.2773792912724929,2.518857175156782,15.35135135135135
0.2459989501714435,2.024164411812726,17.945945945945944
1.6090013999995143,2.9364820382356704,9.00900900900901
0.4826714870414902,3.027988924561189,11.063063063063064
0.9812868494025088,3.407858410179542,9.297297297297298
1.264127056190636,2.943117265756844,8.846846846846848
1.6716829809435525,2.1685727309842235,8.306306306306306
0.8244372423750207,3.4014073010953414,9.45945945945946
0.8596709555542505,0.064119993351579,11.62162162162162
2.238600852171298,1.87103429978994,8.018018018018019
1.8219133259207745,0.675080432725052,8.72072072072072
2.186187398554549,1.7406416729523917,8.018018018018019
1.278737288079167,2.863757465178201,8.792792792792792
0.2162677808195293,2.548692047874343,18.054054054054053
0.2534332882760576,1.7612849568405584,18.3963963963964
1.5983747512405193,1.4099548492577991,8.504504504504505
1.0504234334105789,1.3202367751996549,9.531531531531533
0.5259102544883654,0.7234225359393531,13.531531531531533
1.2404450126850288,0.8423954328152893,9.477477477477478
1.2276577560331634,3.0498932165287496,8.936936936936938
1.17973581253111,0.4979940045924854,9.963963963963964
1.968218351295696,1.7035921644671017,8.126126126126126
2.001713712894977,1.02187188682015,8.306306306306306
0.864108421253188,3.0808270593036817,9.315315315315315
0.307928572619815,3.2436993784912715,13.333333333333334
1.727498462158525,2.554493024109535,8.486486486486488
0.5213069074781057,3.150755096738937,10.684684684684685
2.4051932663742503,0.9253748163813296,8.09009009009009
0.736809337103834,1.0394879598600302,11.153153153153154
1.1587714680372407,2.3070241530918345,8.81081081081081
1.5927637998728157,1.4061132681722577,8.504504504504505
0.5821691264960271,3.205740744272278,10.27027027027027
1.892461751188794,2.8572891246341245,9.44144144144144
0.5688036892738285,0.3974408160930069,13.477477477477477
1.681987002147972,1.1884388998785536,8.522522522522522
0.3968996253974441,1.4671827529531876,14.342342342342342
0.4972533898894055,3.424976639748048,10.72072072072072
0.586894854061113,1.3806544722171523,11.83783783783784
0.7965090378795758,0.1915730684541797,11.81981981981982
2.420279165023663,0.3378913907822308,8.45045045045045
0.7731373622856617,1.2582655332080597,10.666666666666666
0.8232418314347625,1.095418685107421,10.594594594594597
1.7426497739833555,2.742941144615133,8.72072072072072
