(0) init_Lambda2,(1) init_Lambda3
0.0048511373325852425,0.061783879707156486
0.11061067332078078,0.23294545935422845
0.0011104824988785733,0.13313701301660985
0.8437276913029692,0.05407953619960071
0.636291592099874,0.04111953509246846
0.5877923104115717,0.048180316480917196
0.6104257208062223,0.0878286137207488
0.437109873301514,0.010898114450495544
0.31663525290150796,0.11352423910368742
0.04034439020582348,0.2732090393066646
0.17771588606105243,0.0775490649927798
0.22457447863756036,0.19924803209873682
0.565153491844419,0.028177730472376206
0.5853561310060028,0.11083175765452019
0.239717278630177,0.09452907395509352
0.5670855449814014,0.09374513321793604
0.520429610720297,0.09629487841228168
0.3700770161275916,0.12346865584472932
0.6841814314286527,0.012612145488836046
0.3123497715698622,0.16231433021909353
0.6630881155908014,0.005400740380310798
0.36716562558550914,0.025480538255740648
0.21670879964190976,0.04044247390529415
0.8533146590993764,0.05968765951479693
0.5355051246340907,0.049733309756168353
0.0009377053669615831,0.3718473967861933
0.7711027284252012,0.009334734393583122
0.3674116522383699,0.1133163024402361
0.467509739822084,0.06211739027685864
0.14683201168536986,0.1104642389134668
0.08472447472580469,0.15834823410021986
0.09222094133991793,0.22407014705794825
0.012924186819907979,0.08318739339513392
0.0641494196304977,0.24096567342263453
0.6770774215758915,0.011645664242901366
0.6524607062562249,0.01933458553398726
0.45616834633307063,0.014803726290088415
0.10866378613601607,0.06310386521551975
0.5317978660585921,0.059179121426589265
0.35031405385279163,0.0721028047065374
0.7470778131605363,0.05625980548958259
0.09736348719843824,0.2626282311488372
0.7418066038187472,0.018660315085609114
0.5418880383108762,0.12743398420850316
0.7233996271132032,0.06746862674117421
0.4139583235661533,0.07954032883148288
0.4928603639496448,0.00691172140495705
0.391401484780788,0.10753728590190359
0.554386325086942,0.08700830615325839
0.06177615817738974,0.16695100313200884
0.5307443091849067,0.03700821608794136
0.7387426009291567,0.042224471035198
0.22616919926750556,0.2089206689580091
0.131648848760681,0.0004222488491409937
0.7118714953554446,0.008966301265097676
0.6595983393980492,0.006610051278848561
0.7082488655052231,0.06975205205149904
0.6533169585649187,0.05121790128017811
0.19363152612830797,0.09903866148366419
0.029283542809519003,0.15589591359975652
0.19287149455210928,0.1297351882479329
0.6896834260029427,0.07427839245974294
0.15810964429422647,0.17408262539506403
0.5151989790887341,0.030896209552292386
0.6744988358756285,0.08100989296014433
0.6323074993733342,0.0025746529605857327
0.1262163607405094,0.19426828924386602
0.05366441356215601,0.1703536692199638
0.41592818952845567,0.09174247248262773
0.8068277200811331,0.04600965060708201
0.5562425354792242,0.017112923254517798
1.111601075357306,0.0068899703262571554
0.4058999599909665,0.06173511197209913
0.649186513651735,0.0895621079133696
0.1793038642191353,0.09950606280468383
0.8181865205643831,0.0686780367771852
0.04068402604731586,0.20224872665497634
0.5981299416779899,0.03983945551195944
0.39548522549809934,0.039523629621499135
0.17193488698616693,0.10057101660726886
0.6775209809188701,0.0540739064575107
0.23134063451324832,0.22159936978756567
0.807849038087998,0.009031863832160592
0.33074116304022316,0.18998057908735377
0.33125326393174337,0.1275140240591981
0.12981570938508907,0.0979587588904896
0.8929455444033454,0.029977112403795136
0.3296950981273534,0.11689684454810262
0.34221760534942536,0.18446573053351045
0.46998150844946535,0.08610834253596117
0.3451547552847055,0.16526269470573363
0.8263908931846907,0.04340125591463989
0.4728843480938884,0.02833816498791969
0.9364712656484503,0.011961092308597765
0.3879287310821245,0.1528719564961813
0.09329918385688157,0.11751317227197211
0.09157003833800154,0.23077713219528667
0.08077375005799386,0.0328254108064443
0.14753815533135406,0.19327152372983114
0.60033470704554,0.04509748321369961
0.14225247444784483,0.11981997743715384
0.25545009873299934,0.1919266076137791
1.0179851009428709,0.020990584038970028
0.03464853615328012,0.0978051035622634
0.8388642358369256,0.053593849578361885
0.24478581835661584,0.04230086761417873
0.4705919495419926,0.028520687420385604
0.6525411006837909,0.07707016148720564
0.001976531061323117,0.17732721217468217
0.8735240246970575,0.0067393352507760795
0.07272755771002187,0.18695091941478825
0.22622056221614484,0.14274697867407077
0.1454886725943214,0.11001884650656935
0.23367817208052805,0.11575452611353143
0.09182049076255172,0.023835614423002582
0.2701109655597885,0.010232191447161365
0.6850943085172224,0.05098878499412418
0.2967111160692179,0.12318114861435381
0.39612315771446305,0.16831545588676528
0.30137592722439877,0.009570088502831142
0.22424817391600083,0.2089153591593878
0.9078407930735094,0.03866913715539255
0.012507924031169848,0.15358176506184973
0.4118022378959572,0.10959723583562214
0.20383449066016346,0.1322742359448178
0.05577002545380949,0.0559490572066651
0.08425957106590987,0.22510285831222893
0.4189882394562361,0.1636558123252806
0.8579393545846599,0.049360656189282814
0.4787852348493618,0.04908913514729396
0.5043758814994023,0.09104114603014529
0.18307610680792907,0.01628974874834166
0.5515688640284031,0.10087880593400106
0.3138061652346496,0.04771198948035954
0.2357048367635654,0.013376591939236682
0.19735960971323008,0.03283331427704411
0.6011253165749257,0.05043425237000104
0.028514239149709797,0.1355592326766355
0.5945813388962007,0.036861086915518315
0.2015851035639455,0.019656690763559248
0.9275544949216467,0.012772218787968748
0.2819264249018326,0.0329699808416713
0.42746380606331674,0.05625488847568866
0.07441051311671887,0.2135192230496381
0.6718108006685609,0.0012247952678143825
0.7790618220542789,0.044123205447346825
0.0301486521780972,0.05521488017434201
0.4594366405463125,0.04750735604712791
0.4578830802634154,0.14645635384348765
0.5676188987952359,0.0740375352739524
0.4838192619900137,0.02295864322294333
0.4156005088547312,0.04710121074444917
0.25093281937684286,0.1578843279330141
0.07547844643073537,0.015159833605821738
0.06207711752612799,0.05286897033761695
0.3703886165394497,0.08646430422588242
0.3744049523309234,0.048352641908343374
0.038490987022459344,0.11476587220246964
0.3048239694350568,0.003934811049438602
0.3587280948522084,0.031196812218068748
0.8763117993983324,0.05287746833051704
0.6567499128745018,0.039593382765253204
0.5131035085555442,0.0020683529863309014
0.6829199166339179,0.04079805540701442
0.5590306338622426,0.018391296846235472
0.4314904840448393,0.10945727403459571
0.8762690837279794,0.019781975698821286
0.09345155316483866,0.25679940657176753
0.2531302904671546,0.1178086693678923
0.24253398425092815,0.07280630440873237
0.7125141493757348,0.027989524008620315
0.872853863898585,0.059701510909218325
0.47736102624582244,0.055100503587036165
0.6732516793314807,0.08026591952041628
0.8282551192386023,0.05472803379393942
0.5519326407536642,0.048469891744827465
0.19046211366262017,0.016507528613491085
0.6752847840976769,0.059192739919449844
0.1336372106571112,0.2536373941092482
0.008129859315656351,0.13534954943531358
1.0215505928118978,0.0069281487554258
0.23355196820804108,0.02655067890073376
0.668246420944941,0.012957634278178365
0.016766023491973536,0.06022938856702559
0.20785423924717356,0.21305521552845896
0.010777995323755063,0.09800998678398837
0.6621699354488335,0.0868233138188153
0.025357329079707946,0.17920522137142647
0.369325378694386,0.04589594716602513
0.5558840779132109,0.028849740475535623
0.05145556876927998,0.2253819803806299
0.8566646294910283,0.03853010865047163
0.12756011964055092,0.21472343413119416
0.05152171830841956,0.07392640320972454
0.34640494071924927,0.04908529213496543
0.04357751581705638,0.19691826462296935
0.3779445805914383,0.1758332999779193
0.18612564115670865,0.005468385841402912
0.22483304701885792,0.016146863142851575
0.06591538044106332,0.2058852647511739
0.670420830562385,0.04992430663737957
0.33085544697394387,0.1103898670432708
0.17716013262134267,0.15642828161515931
0.6487520590307039,0.07732611305273274
0.5185202480983656,0.07206206586746106
0.4292250531400515,0.027785245016496485
0.430970819030459,0.14346000153164512
0.4062977768164952,0.06880805069030571
0.09516248454496357,0.2079493420133019
0.11905511428426141,0.24187088326947526
0.7881132633495025,0.01342037063920476
0.007013541464139461,0.29950537494213675
0.6517504986718581,0.09960716449881502
0.6635446373040399,0.05566967202203532
0.2758622493619189,0.006206969000714879
0.27915597905376305,0.17711641976163828
0.36811264560708734,0.1152451682693788
0.2273734413743015,0.19987553509956973
0.20471342325636827,0.18786605874738926
0.7364132020295815,0.06644631768450449
0.4926725732002896,0.10249231989996138
0.3432111332708899,0.11479975178188484
0.7573805584778763,0.009529789418862955
0.36128189985157705,0.12472027612671016
0.026035824362304227,0.1827170598348256
0.6081056153387925,0.061785732152917106
0.18518133585752283,0.18735589609330283
0.5390475793183745,0.08353265343026228
0.03098113677880754,0.11049527897725808
0.14748092789293582,0.22193348394486884
0.3642305384929581,0.065906192980146
0.7239210880834374,0.0037909345502280534
0.2972189264835133,0.009660283702947026
0.039081998816003716,0.009711853601872489
0.08791794806168834,0.21033414963807445
0.6002998040929659,0.0680829736084011
0.11622979081686052,0.024418365245475304
0.28737767418423227,0.008987404754814021
0.5332346980668586,0.0006984311599653181
0.11938879724186113,0.06484540166817082
0.6243892994087539,0.0999238433491128
0.0689289518755804,0.06038997933127488
0.9360500849309998,0.014920887582166531
0.3245665413044799,0.06897381868644731
0.3414580419149521,0.07504338024637736
0.3568853926227601,0.06757974173108866
0.7921207220064103,0.04790207055615325
0.7424974358798431,0.06876395086555237
0.6421563677223212,0.021197347252963628
1.0256880153040089,0.001895121502399344
0.16696289531217612,0.14243133074811298
0.6846981041648721,0.0016278693355408214
0.633784784270043,0.027817650023578555
0.43411966392086293,0.004380006505140199
0.48509127988762296,0.1111878720277582
0.25846663540511733,0.040438241651279405
0.6053568301321613,0.10463577919089251
0.09337464912599763,0.21650525314951868
0.719380773915222,0.0802123705866945
0.156609901919808,0.16384986969007403
0.721354329309911,0.04171392656061229
0.11234685726510152,0.2531155056105968
0.7748204674445355,0.025232100963098247
0.026416181665298077,0.1836716898852358
0.4372585693904656,0.1263917010706288
0.040754963255861976,0.00434799666862834
0.5616702230781626,0.024124262918080563
0.055850466302029944,0.3094980510899605
0.8023537440507298,0.0107519215117578
0.21738706793541218,0.09139730694914933
0.3739090330143649,0.09967466383489737
0.09243740326655547,0.2591476788539518
0.15863601483747025,0.145601709640309
0.49801749971763193,0.054859822882821596
0.8514373987131609,0.009748039075546222
0.11585472549734388,0.10994254798758074
0.04669502267024522,0.2584218864206065
0.6065993278304569,0.058058459690088715
0.10962485268621819,0.08636823793378601
0.12053121981976822,0.1294333583618717
0.43520128179104983,0.11478505770913133
0.05318875256325717,0.05504145965879681
0.5813242547237636,0.030324520404978517
0.5644579943199266,0.02916064946436492
0.4983604509260333,0.05226476997124785
0.6132121997563882,0.04266890658494793
0.7754876667326163,0.009570413640773656
0.5090117568608521,0.10661418572681086
0.3271148093275285,0.01057006409284883
0.39814291109713923,0.1376580061138552
0.3343358170320711,0.14718925299749736
0.055786647646801635,0.03433245920833722
0.35131894322208973,0.09425189895059144
0.3795474924680643,0.044369852248536845
0.04154539004837521,0.0011562124343427738
0.22339026963402026,0.22443189326292085
0.9636047526663798,0.03659885644795796
0.2657416571498672,0.05979066656997539
0.07020180378678637,0.18953558352168098
0.32802489014800534,0.16959768356029137
0.16498103678730608,0.025722195664158398
0.1851334180213302,0.060772605387011625
0.250915921676841,0.2166078156708502
0.31132599008030953,0.12101839855950974
0.04908560107586585,0.10925690163556351
0.054317235209497994,0.1386545112322175
0.17050529072981208,0.05743765807944973
0.24270904949566835,0.1201205308294383
0.830369445720881,0.039638835090094915
0.9137387824684167,0.03678510363117882
0.18834667431293528,0.012062270541474518
0.27729415699409105,0.03885852082096303
0.05169102185808,0.17153114850351836
0.30564016608192635,0.10239461519503584
0.15980287355393025,0.049243324556213164
0.20216831222253906,0.18163517721062333
0.270542930037516,0.05941614529338857
0.0015900762143241653,0.021583325661811925
0.2519366411800332,0.194405953004609
0.05423224485030853,0.001418840917698616
0.02130152729258028,0.0023506311056308293
0.353655231469222,0.05102241969016791
0.20758084602063714,0.2118926387581161
0.5305898392243695,0.13272235845808783
0.3578853367501183,0.0026940838794586863
0.011218209491869746,0.010033423711002853
0.5870881840712938,0.03867516333286153
0.38168543810975103,0.03490303104668918
0.8468108300666711,0.04749381327288821
0.4115540732810348,0.07590016404382732
0.11196002132475602,0.04684792002237248
0.11775564918840531,0.19913289455864575
0.11908930596449302,0.27218106238183193
0.47945596040511895,0.12274754139098587
0.3131898160016867,0.06671951925250513
0.04371891868426486,0.04980027436207901
0.25509527972372753,0.035356935343134666
0.45029023499274845,0.06618246207873146
0.6626335501111403,0.004905275397442288
0.0550575528834496,0.2335090213547591
0.08945366552881251,0.04512414386541802
0.09356963201596025,0.03631908757151742
0.19851207944217703,0.11123790624097107
0.47362495654011466,0.04852048473343007
0.154828341673185,0.23456306891569628
0.7413544430006407,0.07395783352360019
0.008606640996426718,0.23163996987947189
0.05179235248995212,0.21017635802414647
0.007153694248438869,0.19332478253420748
0.158235886586912,0.015554159064664175
0.9063192561643394,0.04317150891652244
0.6376247548033724,0.042361826636572064
0.2433862988305982,0.0953224435409219
0.2537194327303198,0.08359920403664722
0.5135184181666277,0.02042655269498267
0.23615091384960718,0.21324956593919947
0.425889470158906,0.06514614981617889
0.8793280001296108,0.03401427543923341
0.18132361518796225,0.008998033724128829
0.04425519565090741,0.05716043576415186
0.5626108289382612,0.025562720559953622
1.1472432007120346,0.0025134542674755123
0.36641146843591904,0.01939118837948428
0.46356817876497725,0.0757755434824765
0.2354508925336562,0.059252046985995455
0.2037968836623451,0.22043176860331132
0.5965177716673793,0.09017899770718285
0.10917207610370522,0.22569746326728096
0.46817588637553403,0.029897297506426612
0.856022616461114,0.009771904041656454
0.10095677037689277,0.24276427246001386
1.0880371851388455,0.0015781570740959205
