(0) init_LS,(1) alpha,(2) t_FP
0.24600830489720837,2.279703054007981,18.52252252252252
6.806751993916128,2.760498394043406,10.486486486486486
1.2813999112908248,0.3193685972293858,12.684684684684685
5.376925004888812,1.171129727597503,8.198198198198199
0.934731487904048,1.8491094283755594,10.774774774774775
5.626390950124842,2.107733206350378,8.252252252252251
1.404970014562824,5.191133375361354,8.702702702702702
7.298872375151701,0.7095172923184867,8.306306306306306
5.215288069400934,0.6555054798970672,8.702702702702702
1.2124384592068838,1.0329910169733514,11.0990990990991
7.676897477077789,2.0488346945990434,8.54054054054054
3.9838946524156906,0.35565138284621045,9.783783783783782
1.178652909682385,2.3962250481289162,9.567567567567568
6.667471670545617,2.4197317912630565,8.846846846846848
0.8760211211767588,6.628755572408695,8.9009009009009
8.145332202696645,0.12565059740394235,9.927927927927929
2.607034507563546,4.505326900051224,9.027027027027028
0.6965440224810948,7.232817491895914,9.045045045045045
2.7949434257478734,3.4378696263024864,8.486486486486488
4.9760931273747335,2.597174193630656,8.504504504504505
0.5101288182039554,3.4879399424708724,11.297297297297296
2.0447821341183903,0.3586030039054833,11.153153153153154
6.345274775340279,0.08073695243912771,10.756756756756756
0.45135353711312387,0.39752230909872677,18.18018018018018
0.7273756629360406,1.0459144010807642,13.225225225225225
5.233965548542388,2.6992287259132186,8.702702702702702
8.141075204167421,1.5431179891353541,8.126126126126126
1.894797665738015,3.6501039001421134,8.522522522522522
4.7443653505212255,0.2998618948386722,9.711711711711711
6.831082408256902,0.273740335347602,9.297297297297298
4.943890978109186,1.3720596954140096,8.18018018018018
0.969213460799826,5.516457852172287,8.9009009009009
3.6300409409811127,3.503141396256347,8.846846846846848
0.4608197440905404,4.949222264743537,10.612612612612612
4.114884925682264,0.6689628007991422,8.99099099099099
5.699651455083488,2.4308921648912962,8.522522522522522
2.7888199455417584,3.5509294221524357,8.522522522522522
0.9732388395768587,3.347952691302829,9.441441441441441
1.1361224115217994,9.045340942433388,9.423423423423422
7.002072088597748,0.6191693130029585,8.45045045045045
5.416838748687085,1.0877578936128307,8.234234234234235
8.179832730595722,2.3968871321629583,9.945945945945946
0.5012351811856008,3.5569507306526904,11.297297297297296
3.004314752334236,0.736837116944814,9.387387387387388
3.981158778924728,2.850412840099911,8.45045045045045
1.615660909724419,6.3855414807687,9.117117117117118
0.5842357674769427,7.501419226840343,9.243243243243242
8.643365675682496,1.383977888012764,8.072072072072071
7.016828479281866,0.14560397923892854,9.963963963963964
3.4138041848368674,1.4885011729578534,8.432432432432432
6.69134927603298,0.48878364830944765,8.72072072072072
0.460072764008882,2.4548971934513597,13.08108108108108
1.3901791836550115,5.6150822453867,8.73873873873874
2.7576321617011654,0.30866912390537404,10.64864864864865
0.4588156665896115,6.888501312961553,9.837837837837839
1.6090628703804233,6.110891939267443,8.99099099099099
0.40503355845997846,0.7038465497905844,18.144144144144143
1.1536392095667636,0.3116193552521074,13.117117117117116
1.7492377549812177,4.190763409748687,8.576576576576578
5.099158949329187,0.38189850449412144,9.333333333333332
3.587233870564269,3.814440014017424,9.243243243243242
9.493698942042641,2.120914323914056,9.54954954954955
3.2724495392134934,0.35704613862679757,10.126126126126126
9.985646281606215,0.6723747586030238,8.126126126126126
4.306387128900381,1.5500484191177788,8.216216216216216
7.691189242089776,2.512866380040175,10.108108108108109
7.134340572292677,1.091853760304634,8.072072072072071
7.563303360006656,1.774656720391421,8.234234234234235
6.11808102365581,0.5947780439799333,8.63063063063063
2.530025315018818,2.26642962566304,8.45045045045045
7.656561682615241,2.1103616128093448,8.63063063063063
6.6182464771395955,1.0169094825963265,8.144144144144144
0.8208307452376074,3.2522297756093654,9.90990990990991
3.8923504885865556,3.551088778058883,9.135135135135135
4.140252356353907,0.3214265647722536,9.837837837837839
3.1092359347528076,0.31436693540507044,10.378378378378379
3.1899225589667743,1.2198570375679574,8.684684684684685
4.257106046918281,2.6956469268244385,8.414414414414415
3.06605656985138,3.1907798271427437,8.45045045045045
1.3603616326498602,5.947479568188818,8.774774774774775
9.679226066526148,1.6466816343438273,8.36036036036036
0.9181364809783443,5.249507611113145,8.99099099099099
1.223570130553785,6.223504310327143,8.792792792792792
2.0659505748583875,1.3745444709917032,9.243243243243242
1.3627711497104877,4.095488710474454,8.72072072072072
4.471048518081689,3.2856704485853516,9.18918918918919
2.3821835312537742,2.556036831165013,8.45045045045045
4.519509619384774,2.320278872706558,8.252252252252251
9.300303032388245,1.8487278320749523,8.594594594594595
1.3893673772251447,8.642981199906949,10.288288288288289
5.084671146490274,2.058049834963136,8.198198198198199
2.787963728033228,0.5884131841291629,9.81981981981982
2.4482173596447208,0.4624057050555108,10.396396396396396
2.922814863897538,0.1016871374715822,11.81981981981982
8.77285916880615,1.744994630692065,8.342342342342342
3.3615431923659655,4.216338114220318,9.747747747747749
1.3016266405531307,3.8799797998126206,8.81081081081081
1.1883819155986064,1.2051848095204953,10.882882882882884
2.4323973401499908,3.9090121769447848,8.576576576576578
1.6682409395746656,5.503553143754109,8.81081081081081
1.6332247399927302,6.949735296665783,9.54954954954955
3.8677872598539134,0.11416817611089813,11.153153153153154
1.1553041124019003,1.6412504940616146,10.342342342342342
1.0871459760222968,0.10888003389778356,14.612612612612612
7.42468613108159,0.7526691228040272,8.252252252252251
3.745794950207968,1.3776048183581335,8.396396396396396
1.8888435958267602,4.151070635683373,8.576576576576578
3.5953016712277632,0.3213909910099322,10.09009009009009
0.9328645202859598,8.912668454084509,9.00900900900901
0.4362073299246694,9.235215431693579,9.423423423423422
0.2970386288315985,8.082905211152676,10.666666666666666
2.4990023892200632,3.4652893643905456,8.468468468468469
0.9580343363639432,9.070648417672478,9.063063063063062
4.030589789360818,1.9172778381958744,8.198198198198199
4.955104004695886,1.3065073841578378,8.198198198198199
0.5653243885462089,8.883398254448066,9.117117117117118
0.9250024736765627,5.122080586644502,9.00900900900901
0.574005804716653,4.231899762738936,10.324324324324325
8.802313535074022,0.2563484432689833,9.063063063063062
6.762405273860413,2.5511145011192102,9.243243243243242
4.223422593559079,0.6240401650778338,9.045045045045045
3.360319942236373,1.6217754119210548,8.378378378378379
9.98488856279365,1.2045419206985675,8.036036036036036
0.6233537510387621,7.080394032886871,9.207207207207208
2.847747129184215,3.094531560923779,8.396396396396396
1.0630226632861706,5.5319664800313415,8.81081081081081
6.244662481391538,2.815737888272938,9.765765765765765
5.854300367267689,1.7893507252957264,8.126126126126126
1.149771564185319,8.095343786869421,9.0990990990991
4.661004609168824,0.8526047852989249,8.576576576576578
1.711699690601739,6.745797906303521,9.585585585585585
4.502658577123498,1.5434896568111278,8.198198198198199
1.189054314542053,6.015791745519846,8.774774774774775
6.115570654136335,0.015241559413877726,12.666666666666666
3.5519142658497427,2.6980639019855914,8.324324324324325
8.971427788954152,1.7120603028976822,8.342342342342342
1.7693634190834273,3.3971580207510543,8.576576576576578
8.202942465980735,2.1857772658985275,9.00900900900901
6.786404573654115,0.3073672536606853,9.17117117117117
0.1750747696999555,9.580473993247136,12.162162162162161
1.3764518613075682,8.69459573605552,10.27027027027027
7.023975828618529,0.564829763850131,8.522522522522522
1.8056012877604666,7.09351722517769,10.558558558558559
0.1229342837150671,7.623314242791062,15.855855855855856
4.731566523485822,3.4353592458200497,10.09009009009009
3.3355094474605576,1.0407207511844174,8.792792792792792
3.6844890766933625,3.6167153662921514,9.045045045045045
1.6088231042144685,7.050627652058586,9.567567567567568
1.0680048434079203,1.0638213158067367,11.495495495495495
4.151577426895243,0.27550135558966904,10.018018018018019
8.054862066598133,0.4014277928476184,8.702702702702702
3.067809318679613,0.800887312416636,9.243243243243242
2.2605980588274797,3.419101681310963,8.468468468468469
1.1595381205134903,5.597960672923627,8.756756756756758
1.459167083733186,4.751334073073618,8.666666666666668
0.8124446286194642,1.3351051939285774,12.108108108108109
1.5550429787393638,4.497295234595788,8.63063063063063
1.649402146056398,3.5752794119467834,8.612612612612612
7.566194137362199,1.8694484556276614,8.306306306306306
5.210189594677747,0.5106050579070165,8.972972972972972
8.378478610594705,2.2561529454320564,9.35135135135135
3.3335799972883615,4.02911132666481,9.297297297297298
0.8176345984286848,0.6825417642175757,13.45945945945946
6.615255821826825,2.516218474563897,9.045045045045045
8.147276593479134,2.2015009715936484,9.027027027027028
2.6899528292662,3.235421844460531,8.414414414414415
1.9431422573160628,2.8304703019863506,8.576576576576578
0.8661379070229003,5.410173839805489,9.045045045045045
2.4524062676583744,5.326319404493075,9.873873873873872
3.029349374770277,2.2844686125323332,8.306306306306306
1.9220334361761893,4.730001575390725,8.702702702702702
1.0419761060067845,7.58813337059348,8.9009009009009
3.347901806382433,2.8664783417152706,8.36036036036036
