(0) t,(1) lam1
2.0,0.1300943091059358
2.018018018018018,0.1314371149126432
2.036036036036036,0.1328188277500718
2.054054054054054,0.1342398728667117
2.072072072072072,0.1357006908211468
2.09009009009009,0.1372017378907971
2.108108108108108,0.1387434864985517
2.126126126126126,0.1403264256580389
2.144144144144144,0.1419510614383139
2.1621621621621623,0.1436179174487964
2.18018018018018,0.1453275353453302
2.1981981981981984,0.1470804753582889
2.216216216216216,0.1488773168437048
2.234234234234234,0.1507186588584484
2.2522522522522523,0.1526051207605496
2.27027027027027,0.154537342835809
2.2882882882882885,0.1565159869519149
2.3063063063063063,0.1585417372413521
2.324324324324325,0.1606153008144585
2.3423423423423424,0.1627374085040676
2.36036036036036,0.1649088156432572
2.3783783783783785,0.1671303028778106
2.3963963963963963,0.1694026770150934
2.414414414414414,0.1717267719111491
2.4324324324324325,0.1741034493979201
2.4504504504504503,0.1765336002526193
2.468468468468469,0.1790181452113942
2.4864864864864864,0.1815580360295565
2.5045045045045047,0.184154256590789
2.5225225225225225,0.1868078240678866
2.5405405405405403,0.1895197901377474
2.558558558558558,0.1922912422534974
2.5765765765765765,0.1951233049768114
2.5945945945945947,0.1980171413736861
2.612612612612613,0.2009739544771275
2.6306306306306304,0.2039949888204338
2.6486486486486487,0.2070815320449934
2.6666666666666665,0.2102349165867701
2.684684684684685,0.2134565214459199
2.702702702702702,0.2167477740442761
2.7207207207207205,0.2201101521757531
2.7387387387387387,0.2235451860550569
2.756756756756757,0.227054460470453
2.774774774774775,0.230639617046732
2.7927927927927927,0.2343023566249359
2.810810810810811,0.2380444417658579
2.828828828828829,0.2418676993848213
2.846846846846847,0.2457740235257642
2.864864864864865,0.2497653782832323
2.8828828828828827,0.2538438008814922
2.900900900900901,0.2580114049206425
2.918918918918919,0.2622703838003218
2.936936936936937,0.2666230143323875
2.954954954954955,0.2710716605547842
2.972972972972973,0.2756187777597346
2.990990990990991,0.2802669167503751
3.009009009009009,0.2850187283410398
3.027027027027027,0.2898769681175602
3.045045045045045,0.2948445014752249
3.063063063063063,0.2999243089534263
3.081081081081081,0.3051194918875284
3.0990990990990994,0.3104332784001349
3.1171171171171173,0.315869029755729
3.135135135135135,0.3214302471046154
3.153153153153153,0.3271205786442336
3.171171171171171,0.3329438272282539
3.189189189189189,0.3389039584564294
3.2072072072072078,0.3450051092809862
3.225225225225225,0.3512515971684145
3.243243243243243,0.3576479298589063
3.2612612612612613,0.3641988157694034
3.2792792792792795,0.3709091750903076
3.2972972972972974,0.377784151630413
3.315315315315315,0.384829125469582
3.333333333333333,0.3920497264841714
3.3513513513513518,0.3994518488162688
3.3693693693693696,0.4070416663644964
3.3873873873873874,0.4148256493815612
3.4054054054054053,0.4228105822719505
3.423423423423423,0.431003582692303
3.4414414414414414,0.4394121220671312
3.45945945945946,0.4480440476438634
3.477477477477477,0.4569076062237525
3.4954954954954958,0.4660114697192397
3.5135135135135136,0.4753647627040422
3.5315315315315314,0.4849770921397838
3.5495495495495497,0.4948585794826482
3.5675675675675675,0.5050198953955959
3.5855855855855854,0.515472297316479
3.603603603603604,0.5262276701602915
3.621621621621622,0.5372985704652498
3.63963963963964,0.5486982743279188
3.6576576576576576,0.5604408295127729
3.675675675675675,0.5725411121670954
3.6936936936936937,0.5850148886237914
3.711711711711712,0.5978788828334244
3.72972972972973,0.6111508500337208
3.747747747747748,0.6248496573411704
3.7657657657657655,0.6389953720367234
3.783783783783784,0.6536093584177131
3.801801801801802,0.6687143842031333
3.81981981981982,0.6843347376117668
3.8378378378378377,0.7004963563853581
3.855855855855856,0.7172269702055962
3.873873873873874,0.7345562581583253
3.891891891891892,0.7525160231362186
3.90990990990991,0.7711403853481908
3.927927927927928,0.7904659974274426
3.9459459459459456,0.8105322840090854
3.963963963963964,0.8313817090935692
3.981981981981982,0.8530600750367393
4.0,0.875616857627329
4.018018018018018,0.8991055824477416
4.036036036036036,0.923584248588332
4.054054054054054,0.9491158068290816
4.072072072072072,0.9757687006528448
4.09009009009009,1.003617479957745
4.108108108108108,1.0327434991511355
4.126126126126126,1.0632357135072792
4.144144144144144,1.0951915903485212
4.162162162162162,1.1287181548836225
4.18018018018018,1.1639331945584916
4.198198198198199,1.2009666507387613
4.216216216216216,1.2399622327028106
4.2342342342342345,1.281079296606768
4.252252252252252,1.3244950417209262
4.27027027027027,1.3704070883993766
4.288288288288289,1.419036517689164
4.306306306306306,1.470631472227595
4.324324324324325,1.525471443489423
4.342342342342342,1.5838724034011236
4.36036036036036,1.646192981412413
4.378378378378379,1.7128419448826
4.396396396396396,1.7842873161217765
4.414414414414415,1.8610675607478848
4.4324324324324325,1.9438054194070744
4.45045045045045,2.0332251432222583
4.468468468468469,2.1301741544835826
4.486486486486486,2.2356505208050024
4.504504504504505,2.350838152922703
4.5225225225225225,2.477152390181321
4.54054054054054,2.6162997440561107
4.558558558558559,2.7703572219753747
4.576576576576576,2.9418791676464022
4.594594594594595,3.134043460664994
4.612612612612613,3.350855130667081
4.63063063063063,3.5974355773720745
4.648648648648649,3.880442606276256
4.666666666666666,4.208695999159367
4.684684684684685,4.594136409309865
4.702702702702703,5.053344880338421
4.7207207207207205,5.610046065285268
4.738738738738739,6.299425640915368
4.756756756756756,7.175998421188336
4.774774774774775,8.328945556824499
4.792792792792793,9.91463220576855
4.8108108108108105,12.233400192706156
4.828828828828829,15.938845044192757
4.846846846846846,22.733885004562723
4.864864864864865,38.48226920130571
4.882882882882883,95.7458267268376
4.900900900900901,660.9990220660375
4.918918918918919,63635.37730867096
